sepal_length;sepal_width;petal_length;petal_width;species
5.1;3.5;1.4;0.2;setosa
4.9;3.0;1.4;0.17;setosa
4.7;3.12;1.3;0.2;setosa
4.6;3.1;1.5;0.2;setosa
5.0;3.6;1.4;0.2;setosa
5.4;3.5;1.7;0.4;setosa
4.6;3.4;1.4;0.3;setosa
5.0;3.4;1.51;0.38;setosa
4.4;2.9;1.4;0.2;setosa
4.9;3.1;1.4499999999999997;0.1;setosa
5.4;3.7;1.48;0.2;setosa
4.8;3.4;1.6;0.2;setosa
4.8;3.2;1.4;0.1;setosa
4.3;3.0;1.1;0.1;setosa
5.8;3.5700000000000003;1.2;0.2;setosa
5.7;4.4;1.5;0.4;setosa
5.4;3.9;1.3;0.4;setosa
5.1;3.5;1.4;0.3;setosa
5.7;3.8;1.7;0.3;setosa
5.1;3.8;1.5;0.3;setosa
5.17;3.4;1.7;0.47000000000000003;setosa
5.1;3.7;1.5;0.4;setosa
4.6;3.6;1.0;0.22000000000000003;setosa
5.1;3.3;1.7;0.5;setosa
4.8;3.4;1.9;0.2;setosa
5.0;3.0;1.6;0.2;setosa
5.0;3.4;1.6;0.4;setosa
5.2;3.5;1.45;0.2;setosa
5.2;3.54;1.4;0.2;setosa
4.7;3.2;1.6;0.2;setosa
4.8;3.1;1.6;0.2;setosa
5.4;3.4;1.5;0.4;setosa
5.2;4.1;1.5;0.1;setosa
5.5;4.2;1.4;0.2;setosa
4.9;3.22;1.5;0.1;setosa
5.0;3.2;1.2;0.2;setosa
5.5;3.53;1.3;0.27;setosa
4.9;3.1;1.5;0.1;setosa
4.4;3.12;1.3;0.2;setosa
4.970000000000001;3.4;1.5;0.2;setosa
5.04;3.5;1.3;0.3;setosa
4.5;2.3;1.3;0.3;setosa
4.99;3.2;1.3;0.2;setosa
5.0;3.5;1.6;0.6;setosa
5.1;3.8;1.9;0.4;setosa
4.8;3.0;1.4;0.3;setosa
5.1;3.8;1.6;0.2;setosa
4.89;3.2;1.4;0.2;setosa
5.3;3.7;1.5;0.2;setosa
5.0;3.3;1.4;0.2;setosa
7.0;3.2;4.7;1.4;versicolor
6.4;3.2;4.5;1.5;versicolor
6.9;3.1;4.9;1.5;versicolor
5.5;2.3;4.0;1.3;versicolor
6.5;2.8;4.6;1.5;versicolor
5.7;2.8;4.5;1.3;versicolor
6.3;3.3;4.7;1.6;versicolor
4.9;2.5799999999999996;3.3;1.0;versicolor
6.6;2.9;4.6;1.3;versicolor
5.2;2.7;3.9;1.4;versicolor
5.0;2.0;3.6400000000000006;1.0;versicolor
5.9;3.0;4.2;1.5;versicolor
6.0;2.2;4.0;1.0;versicolor
6.1;2.9;4.7;1.4;versicolor
5.6;2.9;3.6;1.3;versicolor
6.7;3.1;4.4;1.4;versicolor
5.6;3.0;4.5;1.5;versicolor
5.8;2.7;4.1;1.0;versicolor
6.2;2.2;4.5;1.5;versicolor
5.6;2.5;3.9;1.1;versicolor
5.9;3.2;4.8;1.8;versicolor
6.1;2.69;4.0;1.3;versicolor
6.3;2.5;4.9;1.5;versicolor
6.1;2.8;4.7;1.2;versicolor
6.4;2.9;4.3;1.3;versicolor
6.6;3.0;4.4;1.4;versicolor
6.8;2.8;4.8;1.4;versicolor
6.7;3.0;5.0;1.7;versicolor
6.0;2.9;4.5;1.5;versicolor
5.45;2.6;3.5;1.1700000000000002;versicolor
5.5;2.4;3.8;1.1;versicolor
5.5;2.4;3.8899999999999997;1.3400000000000003;versicolor
5.8;2.7;3.9;1.2;versicolor
6.0;2.8499999999999996;5.1;1.6;versicolor
5.4;3.0;4.5;1.5;versicolor
6.0;3.4;4.44;1.6;versicolor
6.7;3.1;4.7;1.5;versicolor
6.3;2.3;4.6000000000000005;1.3;versicolor
5.6;3.0;4.1;1.31;versicolor
5.5;2.5;4.0;1.3;versicolor
5.5;2.6;4.4;1.2;versicolor
6.1;3.0;4.6;1.4;versicolor
5.8;2.6;4.0;1.2;versicolor
5.0;2.3;3.3;1.0;versicolor
5.6;2.7;4.2;1.3;versicolor
5.862142857142856;3.0439393939393944;4.2;1.1932330827067668;versicolor
5.7;2.9;4.2;1.3;versicolor
6.2;2.9;4.3;1.3;versicolor
5.1;2.5;3.8300000000000005;1.1;versicolor
5.7;2.69;4.1;1.22;versicolor
6.3;3.08;6.0;2.5;virginica
5.8;2.7;5.1;1.9;virginica
7.1;3.0;5.9;2.1;virginica
6.3;2.9;5.6;1.8;virginica
6.5;3.0;5.8;2.2;virginica
7.6;3.0;6.6;2.1;virginica
4.9;2.5;4.5;1.7;virginica
7.3;2.9;6.3;2.12;virginica
6.410000000000001;2.5;5.8;1.8;virginica
7.2;3.6;6.1;2.5;virginica
6.5;3.2;5.1;2.0;virginica
6.4;2.7;5.3;1.9;virginica
6.8;3.0;5.5;2.1;virginica
5.7;2.5;5.0;2.0;virginica
5.8;2.8;5.1;2.4;virginica
6.4;3.2;5.3;2.3;virginica
6.5;2.9699999999999998;5.5;1.8;virginica
7.7;3.8;5.569999999999999;2.2;virginica
7.7;2.6;6.9;2.3;virginica
6.0;2.2;4.6;1.5;virginica
6.9;3.08;5.7;2.3;virginica
5.6;2.8;4.9;2.0;virginica
7.7;2.8;6.7;2.08;virginica
6.3;2.7;5.11;1.7899999999999998;virginica
6.7;3.3;5.7;2.1;virginica
7.2;3.08;6.0;2.1000000000000005;virginica
6.2;2.8;4.8;1.8;virginica
6.1;3.0;4.9;1.8;virginica
6.4;2.8;5.6;2.1;virginica
7.2;3.0;5.380000000000001;1.6;virginica
7.4;3.18;6.1;1.9;virginica
7.9;3.8;6.4;2.0;virginica
6.4;2.8;5.6;2.2;virginica
6.3;2.8;5.1;1.5;virginica
6.1;2.6;5.6;1.4;virginica
7.7;3.0;6.1;2.3;virginica
6.3;3.4;5.6;2.4;virginica
6.4;3.1;5.5;1.8;virginica
6.0;3.0;4.8;1.8;virginica
6.9;3.1;5.4;2.03;virginica
6.7;3.1;5.6;2.4;virginica
6.380000000000001;3.1;5.1;2.3;virginica
5.8;2.7;5.1;1.9;virginica
6.8;3.2;5.9;2.3;virginica
6.7;3.3;5.7;2.1700000000000004;virginica
6.7;3.0;5.2;2.3;virginica
5.96;2.5;5.0;1.9;virginica
6.5;3.0;5.2;2.0;virginica
6.2;3.4;5.4;1.9600000000000002;virginica
5.9;3.0;5.1;1.8;virginica
