"x.box","y.box","width","high","onpix","x.bar","y.bar","x2bar","y2bar","xybar","x2ybr","xy2br","x.ege","xegvy","y.ege","yegvx","class"
2,4,4,3,2,7,6.5639419241668,0.128071383653505,9,8.24882059356718,3.09943742812896,7,1,8,4.65890303378447,7.67763176599802,"Z"
4,6.04059708142778,5,5,3.47890143155994,5,9,6,4.51605764603654,8,9.06567301678787,9,2,9,7,10,"P"
7,10,8.49701734336048,7.00076948877008,4,8,8,2.58061632678068,10,11,2,8,2,7.84909800643647,5,10,"S"
4,9,5,7,3.75635378870436,7,7,13,1,7,7.06962410036652,9.66735537506733,3,5.39713789661149,1.89979208242643,8,"H"
6.11415437508505,7.89898046678336,8,5,4,7,6,3,7,10,6.11445013726029,9,3,7.99465808506603,2.3535711497232,7,"H"
4,7,5,5,3,4,12,2,5,13,9.72537592943469,5.28749285801532,1,10,1.77329979815699,7.27633530317019,"F"
6.19620246042852,10,8,8,4,7.88103605638046,6.34360910982234,4.65215248027312,4.40043070382437,10,7,8,3.15553392475335,8.21051675862288,1,8,"N"
1.21953850466139,0,2,0,0.121311936067688,6,5.70731909060214,7,2,7,5,6.01884256172679,2,6.7395366231061,3.71106243494421,9,"R"
4.03135668795889,6.80359712602241,7,6,7,6.83135788395088,7,2,4,9,8,9,6.76664636904865,10.4154841708126,2,8,"M"
1,0,2,1,1,5,7.6257407099449,8,6,7,6,6,2,8,3,8,"D"
1.86189959302889,6.47392067613857,3.37768998919053,5,1,9,8,4,2,5,13,8,3,10,0,7.22049822845101,"V"
3,11,5,8,4.98843609325321,13,4,-1.74708705342637,3,12,1,8,2,6,4,9,"A"
3.7624006243791,7,5,6.17424445261844,5,9.41734469895166,7,4,4,11.2108775789345,6,7,4,6,8,9.75570143861869,"K"
3.60185717600654,8.44381348209804,5.80186495699474,4.95436290948224,4,8,8,1.93444331870571,5,8.50675389477963,5,4,3,8,3,7,"D"
8,11,9,8,4.53863594748865,7,6.90539910206004,3,6.3271668944862,12.3983389116272,5,7,4,6,6,8,"S"
7,11,7.84675542560125,8.25560077274337,4.33949153968549,7.04107884805682,7,6.32497034532954,4.6777325665749,7.31129043730105,4,7,5,6,4,9,"H"
4.7763997417497,8.05298954166621,5,7,4.05761253106932,3,7,0.310140613523406,12,7,6,15,0,8,7,6,"E"
2,4,5,3,3.00321313100247,7.32339009626487,8,2,9,7.16725381391626,7,7,2.31593209686769,8,5,6,"Z"
4,6.29036160055882,6,5,4,8,9,8,2.24779563591316,7,7,7,3,8,3,8,"O"
4,8.15431292688685,4,7,5,8,8,6,2,7,7,11,3,9,5,8,"Q"
7.29156201009575,12.3057948125664,7,9,3,8,5,9,8,5.56769372452193,4,8,3,8,4,8.22830008249119,"Q"
3,7,3,5,1,1,4.45801040116448,4.53998963148141,5,0,1,6,0,8,1.11901406758221,8.75136291190698,"L"
0.704038521657294,1,2,1,-0.0643528028087081,7,9,4.8491456571062,2,7,13,8,2,11.5770627159047,0,8,"V"
2,3.80629662452594,3.64261603478401,2,1.32970401494394,8,7,4.29826092987749,8,6,6,9.13635375728011,2,8,5,9.02804168688674,"X"
8,11.7895041197721,10,8,12,7,6,5,5,9.53743925351368,3.819128710395,7.11414881713309,10.8592183471894,9.91478164125222,6,9,"V"
5,10,8,7,11,8.03751121833822,6,2,2.72324817718767,8,2.65237020482261,7.58734982844306,10,5,8.70127141425298,6,"M"
3.75776938473939,6,5,3.43497285977251,3,4,9,1,5.90990709976132,9.27737525264821,10,6,1.73719552328712,10,2,4,"Y"
2,5,4,4,3,9.90928927459972,6,4,6,10,4.76099097055749,6,2,8.34889864236014,3,7.29273351222738,"D"
2.43540674562513,8,5,6,5,7,7,6.49125288025098,8,7,7,8,4.11582150369764,8,5,10,"E"
4,8.06065997881733,6,5,4,11,7,3,5,10,1,4,5,9,-0.327033570979344,7,"N"
4,10,6,7,2,9,4,0.330326606247713,3.14434975276961,8,1,5.84609495350707,3,7,-2.36599168179285,8,"A"
3,4.32442156755118,5.56764616352477,3,3,7,7,3.95481395419831,7,7,6,8.90113479587561,2,8,3,7,"D"
4.3052239370385,8,5,6.3547729743494,5.46502768941582,9,6.79095486887986,6,4,7,5,8,3,8,10,11.1576458306897,"Z"
3,5,5,3.83611280758244,2,5,9,3,4,5.97276852607245,8,8,5,7.42163911883019,0,7.14610629061583,"N"
4,11,5,8,3.9738148520048,7,7,4,4.76791365149442,7,6.75046735694409,8,2.63531129615839,8,4,8,"X"
4,7.24109755219718,6,5.44434302868612,7,6,8,1,4,10,7.76086186906053,7,6,9.99117793447051,4,5,"F"
6,9,5,4,1.73931515975892,6,9,4,5,7.56215642493877,4,10,3.55887343118508,10,2,10.6399766571356,"N"
3.31542117775378,4,4,7,1,0,1,6,6.44170821409565,3.74814047226852,0,6,0,5.02403368597297,0,8,"L"
4.06065847607451,5,6,4,4.08067320981367,7,8,2,5,10,6,6,5,9,1,7,"N"
1,3,3,2,1,7,8,2,9,5.49474642450735,6,8,1,8,5,7,"Z"
5.60268848241082,9,6,4,3.56338571388252,6.61957641142686,10.2733057032953,4,4,9,9,5,6.41065640317079,10,1.71194931824002,4,"Y"
0,0,0,1,0,7,8.27727237106052,8.61425435573341,4,7,6,9.35337208165297,1.12764005843291,7.79210955656419,3.08892454775269,8.16983861334151,"I"
8,11,8,6.93195265569164,9,4,10,2,3,8.9552423055837,10.2395105135179,7,9,13,3,5,"W"
2,4.85750093889629,3,2,2,7,9,4.24198871548804,6,7,9,9,3,12.0729199832515,1,8,"U"
6,10,4.42605937741952,5,2,7.918450674631,7,6,5,6.41726817990932,4,7,5,9,5,9,"O"
3.02624652643795,4,4,3.66991669354161,1.77523305409865,5,11.1425230040847,3,6,8.36892134611301,9,4,1.00351761430168,11,2.28561299670674,5,"T"
4.47641255714148,5,6,4,4,7,6,5,5,6.67248459854867,5,8,3,7,5,6,"O"
4,7,6,10,8.39202431269575,8,9.69913023868892,4,0,8,7,6,5,11,3.55445710825072,7,"P"
2,3,2,2,1,4,9,3.54372594752979,6,12,9,10,1,9,2,7,"C"
4.04659988668765,7,4,5.9191044409731,2,6,6,6,4.64524059148503,10,8,7.90423870162209,2,7.55941409586245,4,9,"G"
5.28759735055725,8,7.31692938773683,6.74174251363576,8,8,7,5,4.35424729672967,7,7,7,5.1440466516825,10,8,9,"B"
2.17701273295611,4,4,3,3,7.74909171565746,7,4,5.06209681335367,7,6,8.64188010494371,3,8,5,9,"K"
8,8,8,6,4.82735350025554,3,10,3,4,8.005344570094,10,8,8,10,2,3.86711138369913,"W"
2,6,4,4,2,9,11,3,4,4,11,8,2,10,1,3.36172132254757,"V"
4,6,6,4,5,7,11,2,2,7,8,8,5.32849329301914,11,1.50806120836975,8,"W"
5.5648763478579,11,7,8,7,6,6,6,5,6,5.63008048993731,8,6,6,7.51755181214467,7.02437788594033,"H"
2.82300938535527,9,4,7,4,7,5.53603345500108,3,12,9,5.05889945914682,8,0,8.00488019509574,7,7,"Z"
1,4,2,3,1,9,5.90583496562397,2,6,11.1498071424967,4,9,1,7,1,7,"J"
2.66739877313774,4,4,3,1,5,11,3,2.88109396890957,12.5320714533545,7,4,1,9,1,7,"F"
5.04754500588933,10,7,8,6,6.01486711949887,7,8,4.88151841332674,7,6,5,4,8,3,7,"D"
