"x.box","y.box","width","high","onpix","x.bar","y.bar","x2bar","y2bar","xybar","x2ybr","xy2br","x.ege","xegvy","y.ege","yegvx","class"
2,4,4,3,2.13607821737021,7,8.04765500558656,2,9.99848214699231,9.48109365345174,7,8.7110138376052,1,8,5,7.00341289211574,"Z"
4,7,5.28062850446896,5,5,5,9.58052756822814,6,4,8,7,6.73816501052125,2,9,6.03456745154811,8.39817502827343,"P"
7,10,8,5.77418670655642,4,8,4.31667854370888,5,10,9.2347671443754,2,8,2,5,8.34853825103133,10,"S"
4,6.22764419565414,5,7,4,7,7,13,1,7,7.468595056851,8,4.67218787144983,6.55827872318262,-0.807298243349777,8,"H"
6,7,7.03340763566066,5,3.26628862070878,6.94216909372022,6,3,7,12.8203196565179,7,9,3,8.99189742848204,3,7,"H"
4,7,4.95117218695691,5,3,4,12,2,5,10.4975251579658,7.7244961304629,5,1,10.4549228177981,2.75572256399098,7,"F"
6,10,6.85107019315844,8,4,7,8,2,5,10,5.37879826240063,8,5,8.75118703608292,1.55911721179188,8,"N"
1,0,2,0,1,6,6.24934668216463,7,4.27439711390213,4.97295536037442,5,8,2.52918489821574,7,4,9,"R"
5,9.94863916798849,7.94710780062753,7.97456613753938,7,7,7,2,6.3546634243491,9,8,9,7,6,2,7.47934918836739,"M"
1,1.03012543247707,2,1,1.9335990032631,5,7,8,6,7,5.88243953660186,6,2,8,3,8,"D"
2,7,4,5,2.55656944271512,9,7.3725840564953,4,2,5,5.88988902624259,8,3,10,0,8,"V"
3,11,5,7.43878425863843,5.82734038531265,9.96062530489337,5.3874310356165,5,3,12,1,8,2,6,4,9,"A"
3,7,5,5,6.15540073196293,8,11.0130591724057,4,4,7,6,7,4,7.11160038702057,8,13,"K"
4.18242491797862,8,5.35830536705355,6,3.96126495258646,8,8,4,5,10.1902324333332,5,4,2.28104895901946,8,3,7,"D"
5.41135601234966,11,7.13268287784517,8,6,7,7.34173946325415,3.50390325986469,6,10,3.32883474048069,7,2.94674692250488,6,6,8,"S"
4.40301882938481,11,8.85799282033052,8,9,9,7,1.83541673969117,6,10,4.37847787091306,7,5,6,4,9,"H"
5,5,5,7,3,3,7,9.12769501171181,0.599878885539864,7,6,15,0,8,7,6,"E"
3.45764212482012,5.31355956742525,4.47843988540933,3,2,7,8,2,9,11,7,7,1.21074229711285,7.280460726818,5,6,"Z"
3.14415946892004,4.98347408011298,6,5,4,8,9,3.55809171869875,4,7,7,6.49431675191435,3,8,3,8,"O"
4,6,6.03323824711532,7,5,8,8,6,2.77657664226446,7,7,11,5.03467926107327,9.78049574462394,5,8,"Q"
6.60323364806734,10,7,9,3,8,5,9,5.66361716908751,5.27632045558214,4,8.24396434989778,2.72785440939233,8,4,8,"Q"
3,7,2.57995321160769,5,1,1,1,5,5,0,1,6,0,8,0.524859475459603,8,"L"
1.12149030429081,1,2,1,-0.0160062241501778,6.0545457377058,11.5133165036804,4,2,7,13,8,2,11.2613812078118,0,6.2989513418123,"V"
2,1,3.61695162348656,2,1.18240388437933,8,6.12527308504597,6.6290837568046,8,6,5.06602248686174,8,2,8,5,8,"X"
7.43362291623003,9,10,6.75531736561974,7.63751800445494,7,8.01841441075411,5,5,7,6,8,6.95261144952266,7.71868515750761,6,9,"V"
5.46243846458395,10,8,7,11,10.5801820105606,6,2,2,8.89451573505647,2.71198133743594,8,10,8.54677209521271,8.44650127902437,7.87143375226152,"M"
5,6,6.78697842684562,4,3,4,9,1,7.38438854393905,12.8709782101017,8.5980974907881,6,1,10,2,4,"Y"
2,5,4,4,3,9,7.74583744903813,4.99935172238439,6,10,6.33766719017284,6,0.449943940350322,9.2363699013626,3,7.5702636909019,"D"
3,8,5,6,5,7,7,4,5.23206352760276,7,4.58613472343441,8,3,8,5,6.48538236530346,"E"
4.73454044152842,6.86154765726136,6,5,5.07293728225874,11,4.28117722819508,3,2.45166399427944,8.43168639740159,1,4,5,9,3.97643353916447,7,"N"
4,10,3.80542443745338,7,2,9.72564832237463,4,3,2,8.14779141654024,3.00555125977714,10.3306487323519,3,7.53945327031489,3,8,"A"
3,3.26462577936621,4.18975406402343,3,2.72843887080751,7,5.80779516647567,6,4.36463675189859,7,7.12120115103201,9.09917061644825,3.39370496862827,8,3,7,"D"
4,5.10592673165833,5,3.98807886080817,4,9,6.98353894218633,6,4,7,5,8,2.49824083670975,8,10,7,"Z"
3,5.14068892585362,4.96137789846763,3,2.44995021143512,7.70751723745642,9,3,4,10,8,8,5,8,0,7,"N"
4,11,4.8938319998484,7.59253212476179,4.76421180672889,7,8.06807661093359,7.9509725505971,4,7,6,6.63198082495104,3,6.90076569266773,4,8,"X"
4.91089854515708,9,6,7,7,6,8,1,4.52351733954355,10,8,7,6,9.76691548440785,4,5.21645641402059,"F"
6,9,5.91046003004782,4,2,4.23101361227924,9,4,5.85034133128644,4,8.38448103900419,6.38012167128143,4.15357104308471,10,2,7.42356383198347,"N"
3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,"L"
4,6.39511034587596,5.523176672708,4,3,7,8,1.55169384426126,4.37665945448488,10,6,6,3.74581736423727,9,1,7,"N"
1,3,3,2,1,7,8.34702101883119,2,9,11,6,8,-1.64177490805293,8.98422684642528,5,7,"Z"
6,6.14223617157136,6.16205722785462,4,3,7,7.37610636247343,4,4,9,7.67306034862756,2.42451480747511,3,9.95321155234152,4,4,"Y"
0.383728374244088,0,1.48073257679054,1,0,7,7,4.58705242849227,4,9.53568634221236,6,10.0085586547559,0,8,2.9992948115534,8,"I"
8,11,8,8,9,4,10,6.81879014599672,3,9.69536374925918,8,4.01249931341287,10.1137035376847,9.82197131498959,3,5.42390951921625,"W"
2.18435837632064,1,3.49508324206233,2,2,5.05315529046163,9.56000861624891,5,6,6.95690948058397,9,9,3,9,3.92464113127507,8,"U"
6,10,4,4.70532884630945,2,8,7,3.7623298651134,5,9,4,7,5,9,5.45963577283968,9,"O"
3,4,4,3,2,3.55915396082486,12,3,6,11,9,3.77238120452865,1,11,1,5,"T"
4,5,6,4,4,7,6.17600709058347,5,7.15020857596426,8,5,7.33880071027374,4.2923961805792,7,5,6,"O"
3.48530891038166,7,6,10,9,8,11.0555774537322,5.42830048503244,0,8,8.19363602392357,5.69799057145473,5,11,5,7,"P"
2,3.0040071522795,2,2,0.546681305041728,4,9,5,6,12,9.86489511361067,10,1,9.44902823054966,2,7,"C"
3.25768511694115,6.31717466197248,4,4.89809432039752,2.47157551653639,6.05132887957811,7.71915586509683,6,6,7.92147700054924,8,11,2,7.90751439987747,4,9.54750149085956,"G"
4,8,5.16086988538305,5.85781993330057,6.5768511585161,9.43496735217157,7,5,3,7,7,8.37678236989768,6,8.27807448346314,8,9,"B"
3,4,4.2190525308065,3,3,5,7.5784441652972,6.35636136395768,7,7,6,9.11495278457524,3,8.46698371932789,5,9,"K"
8,8,8,6,5,3,10,3,4,11,10,8,8,9.52769680041783,2,4.21747517978802,"W"
2.87479355869848,6,4,4,1.19997984717377,9,11,1.84612988627378,4,11.3018886640524,11,8,2,10.2576394391051,1,8,"V"
3.12207479336773,6,6.21238441312734,4,5,7,11,2,2,7,8,8,6.36424446937907,9.8907400476067,1,9.58806806931709,"W"
5.5069353086261,10.9531161394188,6.70643066460985,8,6.51142782800271,8.4578203241159,6,6,5,6.15842199659431,1.90563455514654,8,6,6,7,10,"H"
4,8.91136316758498,4,5.60026520384962,1.59587675819952,5.30337541805389,8,3,12,9,4.28712346496635,8,0.128968784735234,8,7,7,"Z"
0.57566274659146,4,2,4.01312665670962,1,9,5.27657642011049,2,1.70596664694842,8.54526029380894,4,9,1,7.29170519209052,1,8.20988016989932,"J"
2,4,4,3,2.62913660368473,5,11,2.32203255190247,4,13,7,4,0.991634381726021,9,0.518710040211212,7,"F"
5,10,6.36147723004095,8,6,7,8.18259117774564,8,5,8.26398861218573,5.54095961216305,8.06756517703981,4,8.56929289052743,5.36238562707851,7,"D"
3,5,5,4,2,8,7,3,6.26189045819457,11,5,7,1,9,1.47051714050014,8,"S"
8,13,7,8,3,6.97802007604127,7.25980513954881,3.86962956648064,9,13,5,8.03033012954608,2,9,5,7.88268987995473,"T"
4,9,5,7,5,7.60784651624206,9,5.42542517474438,6.17594087419995,7,8,7,4,9.59561489457159,4,9,"O"
2,6,3,4,3,8,7,5,9,7,3.35214592309146,7,1,9.04769512898726,7,8,"Z"
3,9,2.65598823792717,7.69858002482745,4.54208802387881,6,7,10,6,7,6,12.1368614478992,1.46371473010324,8,9,10,"B"
3,2,4,1.7513393557723,2,6,10,4,5,10,9,5,2.94778744283073,9.71423101693751,3,6,"F"
6,9,9.72387483823347,7,11,10,5.37028878906018,7.14203664818829,4.23023577998464,9,4,7.29099919687552,11.510803311828,7.5276563393825,4,7,"M"
2,6,4,4,1,8,15,1,2.17911928114325,6,10.8497483677236,5.97266813473891,1.76085083094578,13.7853410433752,0,8,"T"
7,11,5,6,2.77951347899914,6,7,5,4,7,4,5.56472113266822,5,7.92518990344943,5,9.51440601458913,"O"
2,3.81303020950091,3,3,1.41025548567185,5,7.53562156133782,4,6,6.609364183861,6,11,2.07837080297863,8,3.40506521490529,10,"K"
3.38280332144998,4,4.30700604325463,1.59530379037168,1,7,7,2,9,11,5.90422519604205,7.87760045428385,1,8,5,7.76129609368436,"Z"
3,4,4,3,1,3.37566617430795,13,3,4.17796800134843,9.31626993535763,9,4.21287931827242,1,11,0.427093522559692,5,"T"
4,10,6.10922483040536,8,6,7,10,2,3,6,8.16784511678117,8,8,8.53203001240131,0.795598478529186,8,"W"
3,5,5,3,2,6,2,1.70681119419535,2,3.10880400586228,2,8,2,6,3,6,"A"
2.18582985821174,2,3,3,3.09252987033687,8,8,6.27222099159023,1,5,6,6.75649640851786,2.75076175598576,9,5,10,"Q"
9,10,7.59128913522203,8.52850543310756,6,8,7.96478759303558,5.26636883074768,2,12,6,8,3,9,13,6,"Z"
4,5,6,6.58441432247135,5,9,10,3,2,8,9.02426397767029,7,3,10,6.42980096335231,6,"H"
6.239176514011,9,7.60422997599337,6,8,6,6,1.31205276172686,4,7,5,8,7,10,7,6,"R"
1,7.70336826655657,0,4.62821059453908,0,7,7,4,4,7,6,8,1.36762043808287,8,0,10.1272899425559,"I"
2,4,4,3.94999413761499,3,7,8,4.40587814215659,4,9,4.62987777222443,8,2,6,3.76914401188595,9.10178316688045,"R"
5,8.80259214931981,7,7,5.44383016033157,6.51944623894351,7.78201931731935,4,1.22718154122047,6.55391374180804,8,10,6,10,1,7,"U"
4.36821555638686,7,3.68569411484006,5,2.29305486668678,5.51084051115324,6,12,5.03259141098295,5.50086718901072,7.29239714385878,8,3,9,3.1475876322335,8,"U"
7,10,5,9.91780584077913,2,6,8,9.66265199653528,8,11,7,11,2,8,5,9,"C"
