"x.box","y.box","width","high","onpix","x.bar","y.bar","x2bar","y2bar","xybar","x2ybr","xy2br","x.ege","xegvy","y.ege","yegvx","class"
2,4,4,3,2,7,8,2,9,11,7,7,1,8,5,6,"Z"
4,7,5,6.85669083423038,5,5,9,6,4,8,7,9,2,9,7,10,"P"
7,10,8,7,4,8,4.25025142745005,5,10,11,2,8,2,5,5,10,"S"
4,9,5.4397611187224,7,4,7,7,13,1,7,6,8,3,8,0,8,"H"
6,7,8,5,4,7,6,3,7,10,7,9,3,8,3,7,"H"
4,7,4.76180532162676,5,3,4,12,2,5,13,7,5,1,10,1,7,"F"
6,10,8,8,4,7,8,2,5,10,7,8,5,8,1,8,"N"
1,0,2,0,1,6,10,7,2,7,5,8,2,7,4,9,"R"
5,9,7,6,7,7,4.27125190349416,2,4,9,8,9,7,6,2,8,"M"
1,0,2,1,1,5,7,8,6,7,6,6,2,8,3,8,"D"
2,7,4,5,1,9,8,4,2,5,13,8,3,10,0,8,"V"
3,11,5,8,3,13,4,6.53388937648576,3,12,1,8,2,6,4,9,"A"
3,7,5,5,5,8,7,4,4,7,6,7,4,6,8,13,"K"
3,8,5,6,4,8,8,4,5,9,5,4,3,8,3,7,"D"
8,11,9,8,5.20693605188697,7.61372381582166,8,3,6,10,5,7,4,6,6,8,"S"
7.63050647665532,11,10,8,9,9,7,3,6,10,4,7,5,6,4,9,"H"
5,5,5,7,3,3,7,6,12,7,6,15,0,8,7,6,"E"
2,4,5,3,2,7,8,2,9,11,7,7,1,8,5,6,"Z"
4,7,6,5,4,8,9,8,4,7,7,7,3,8,3,8,"O"
4,6,4,7,5,8,4.45379950733047,6,2,7,7,11,3,7.46958411579029,5,8,"Q"
5,10,7,9,3,8,5,9,8,6,4,8,3,7.20596498010743,4,8,"Q"
3,7,3,5,1,1,1,5,5,0,1,6,0,8,0,8,"L"
1,1,2,1,0,7,9,4,2,7,13,8,2,10,0,8,"V"
2,1,3,2,1,8,7,3,8,6,6,8,2,8,5,8,"X"
8,9,10,8,12,7,6,5,5,7,6,8,7,10,6,5.70070414715673,"V"
6.04603474304958,10,10.7579973195226,7.83156733520268,11,9,6,2,2,8,4,8,10,5,3,7.03011059733063,"M"
5,6,5,4,3,4,9.88135509217851,1,7,10,10,6,2.7726584197859,10,2,4,"Y"
2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8,"D"
3,8,5,6,5,7,7,4,8,7,7,8,3,8,5,10,"E"
4,7,6,5,4,11,7,3,5,10,1,4,5,9,1,7,"N"
4,8.8534041010835,6,7,2,9,4,3,2,8,1,8,3.29435661015125,7,3,8,"A"
3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,"D"
3.91606586686433,8,5,6,4,9,9,6,4,7,5,8,3,8,10,7,"Z"
3,5,5,3,2,5,9,3,4,10,8,8,5,8,0,7,"N"
4,11,5,8,2,7,7.20901831784123,4,4,7,6,8,3,8,4,8,"X"
4,9,6,7,7,6,8,1,4,10,8,7,6,11,4,5,"F"
6,9,5,4,2,1.71219579203907,9,4,5,4,4,10,5,10,2,8,"N"
3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,"L"
4,5,6,4,3,7,8.27519766532597,2,5,8.85978783443375,6,6,5,9,1,7,"N"
1,3,3,2,1,7,8,2,9,11,6,8,1,8,5,7.26704042304136,"Z"
6,9,6,4,3,7,6,5.4196069681355,4,9,9,5,3,10,4,4,"Y"
-1.52544962334151,0,0,1,0,5.66567439541066,7,4,4,7,6,8,0,8,0,8,"I"
8,11,8,6.73965070259132,9,4,10,2,3,8.96576837019247,8,7,7.51412940931856,13,3,5,"W"
2,1,3,2,2,7,9,5,6,7,9,9,3,9,1,8,"U"
6,10,4,5,2,8,7,5.82738086780328,5,9,4,7,5,9,5,9,"O"
3,4,4,3,2,5,12,-2.86239106741801,3.53393509140447,11,9,4,1,11,1,5,"T"
3.93178669057713,5,6,4,4,7,6,4.69066597792887,5,8,5,8,3,7,5,6,"O"
4,7,6,10,9,8,9,4,0,8,7,6,5,11,5,7,"P"
2,3,2,2,1,4,9,5,6,12,9,10,1,9,2,7,"C"
3,7,4,5,2,6,6,6,6,10,8,11,2,10,4,9,"G"
4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9,"B"
3,4,4,3,3,5,7,4,7,8.17651059842767,6,11,3,8,5,9,"K"
8,8,8,6,5,3,10,3,4,11,10,8,8,10,2,6,"W"
2,6,4,4,2,9,11,3,4,4,11,8,2,10,0.489276855342354,8,"V"
4,6,7.00632145748856,4,5,7,11,2,2,7,8,8,6,11,1,8,"W"
5,11,7,8.22144270156843,7,6,6,6,5,6,5,8,6,6,7,10,"H"
4,9,4,7,4,7,8,1.3048455182438,12,9,6,8,0,8,7,7,"Z"
1,4,2,3,1,9,6,2,6,12,4,9,1,7,1,7,"J"
2,4,4,3,1,5,11,3,4,13,7,4,1,9,1,7,"F"
5,10,7,8,6,7,7,8,5,7,6,5,4,8,3,7,"D"
3,5,5,4,2,8,7,3,8,11,5,7,1,9,5,8,"S"
8,13,7,8,3,7,8,5.41932707663306,9,13,5,6,2,9,5,5,"T"
4,9,5,7,5,8,9,8,4,7,8,7,4,7,4,9,"O"
2,6,3,4,3,8,7,5,9,7,7,7,1,8,7,8,"Z"
4.8512856629704,9,4,7,3,6,7,10,4.36721741042494,7,6,10.3101732909573,2,8,9,10,"B"
3,2,4,3,2,6,10,4,5,10,9,5,2,9,3,6,"F"
5.84785577176498,9,10,7,11,10,5,3,2,9,4,8,11,6,4,7,"M"
2,6,4,4,1,8,15,1,5,10.420352933745,11,8,0,8,0,8,"T"
7,11,5,6,3,6.98580418781748,7,5,4,7,4,7,5,8,5,7,"O"
2,4,3,3,2,5,8.29480464619449,4,6,6,6,11,3,8,4,10,"K"
1,3.99940289430985,3,3,1,7,7,2,9,11,6,8,1,8,5,8,"Z"
3,4,4,3,1,5,13,3,6,12,9,4,1,11,1,5,"T"
4,10,7,8,6,7,10,2,3,6,9,8,8,11,1,8.86974807658626,"W"
