sepal_length;sepal_width;petal_length;petal_width;species
5.1;3.5;1.4;0.2;setosa
4.9;3.0;1.4;0.15496028851858884;setosa
4.7;3.241911939436327;1.3;0.2;setosa
4.6;3.1;1.5;0.2;setosa
5.0;3.6;1.4;0.2;setosa
5.4;3.494821603768338;1.7;0.4;setosa
4.6;3.4;1.4;0.3;setosa
5.0;3.4;2.7509451249827643;0.9490045318888152;setosa
4.4;2.9;1.4;0.2;setosa
4.9;3.1;1.4201340672870777;0.1;setosa
5.4;3.7;1.5391522602301606;0.2;setosa
4.8;3.4;1.6;0.2;setosa
4.8;3.2147870340636695;1.4;0.1;setosa
4.3;3.0;1.1;0.1;setosa
5.8;3.868506541537432;1.2;0.2;setosa
5.7;4.4;1.5;0.4;setosa
5.4;3.9;1.3;0.4;setosa
5.1;3.5;1.4;0.3;setosa
5.7;3.8;1.7;0.3;setosa
5.1;3.8;1.5;0.3;setosa
5.076130790360319;3.4;1.7;0.37423267468481286;setosa
5.1;3.7;1.5;0.4;setosa
4.6;3.6;1.0;0.07770903031792095;setosa
5.1;3.3;1.7;0.5;setosa
4.8;3.4;1.9;0.2;setosa
5.0;3.0;1.6;0.2;setosa
5.0;3.4;1.6;0.4;setosa
5.2;3.5;1.5186740213874046;0.2;setosa
5.2;3.4597391967897977;1.4;0.2;setosa
4.7;3.2;1.6;0.2;setosa
4.8;3.1;1.6;0.2;setosa
5.4;3.4;1.5;0.4;setosa
5.2;4.1;1.5;0.1;setosa
5.5;4.2;1.4;0.2;setosa
4.9;3.221508826553497;1.5;0.1;setosa
5.0;3.2;1.2;0.2;setosa
5.5;3.758982572676147;1.3;0.17712810449937652;setosa
4.9;3.1;1.5;0.1;setosa
4.4;3.083582840788595;1.3;0.2;setosa
5.007228832905595;3.4;1.5;0.2;setosa
4.931791742566853;3.5;1.3;0.3;setosa
4.5;2.3;1.3;0.3;setosa
4.7775231844423685;3.2;1.3;0.2;setosa
5.0;3.5;1.6;0.6;setosa
5.1;3.8;1.9;0.4;setosa
4.8;3.0;1.4;0.3;setosa
5.1;3.8;1.6;0.2;setosa
4.83348021896439;3.2;1.4;0.2;setosa
5.3;3.7;1.5;0.2;setosa
5.0;3.3;1.4;0.2;setosa
7.0;3.2;4.7;1.4;versicolor
6.4;3.2;4.5;1.5;versicolor
6.9;3.1;4.9;1.5;versicolor
5.5;2.3;4.0;1.3;versicolor
6.5;2.8;4.6;1.5;versicolor
5.7;2.8;4.5;1.3;versicolor
6.3;3.3;4.7;1.6;versicolor
4.9;2.6971467802463485;3.3;1.0;versicolor
6.6;2.9;4.6;1.3;versicolor
5.2;2.7;3.9;1.4;versicolor
5.0;2.0;3.5349579634246546;1.0;versicolor
5.9;3.0;4.2;1.5;versicolor
6.0;2.2;4.0;1.0;versicolor
6.1;2.9;4.7;1.4;versicolor
5.6;2.9;3.6;1.3;versicolor
6.7;3.1;4.4;1.4;versicolor
5.6;3.0;4.5;1.5;versicolor
5.8;2.7;4.1;1.0;versicolor
6.2;2.2;4.5;1.5;versicolor
5.6;2.5;3.9;1.1;versicolor
5.9;3.2;4.8;1.8;versicolor
6.1;3.1096212523421465;4.0;1.3;versicolor
6.3;2.5;4.9;1.5;versicolor
6.1;2.8;4.7;1.2;versicolor
6.4;2.9;4.3;1.3;versicolor
6.6;3.0;4.4;1.4;versicolor
6.8;2.8;4.8;1.4;versicolor
6.7;3.0;5.0;1.7;versicolor
6.0;2.9;4.5;1.5;versicolor
5.453120100890111;2.6;3.5;1.0594202904348253;versicolor
5.5;2.4;3.8;1.1;versicolor
5.5;2.4;3.9073112318741288;1.1943295464061243;versicolor
5.8;2.7;3.9;1.2;versicolor
6.0;2.651784668726766;5.1;1.6;versicolor
5.4;3.0;4.5;1.5;versicolor
6.0;3.4;4.186587724483257;1.6;versicolor
6.7;3.1;4.7;1.5;versicolor
6.3;2.3;4.796503750290957;1.3;versicolor
5.6;3.0;4.1;1.3739871261638918;versicolor
5.5;2.5;4.0;1.3;versicolor
5.5;2.6;4.4;1.2;versicolor
6.1;3.0;4.6;1.4;versicolor
5.8;2.6;4.0;1.2;versicolor
5.0;2.3;3.3;1.0;versicolor
5.6;2.7;4.2;1.3;versicolor
6.015186951143787;2.9687737695761944;4.2;1.376692399983403;versicolor
5.7;2.9;4.2;1.3;versicolor
6.2;2.9;4.3;1.3;versicolor
5.1;2.5;3.3995651909407316;1.1;versicolor
5.7;2.8468788949837203;4.1;1.3442592433130864;versicolor
6.3;2.700242884602107;6.0;2.5;virginica
5.8;2.7;5.1;1.9;virginica
7.1;3.0;5.9;2.1;virginica
6.3;2.9;5.6;1.8;virginica
6.5;3.0;5.8;2.2;virginica
7.6;3.0;6.6;2.1;virginica
4.9;2.5;4.5;1.7;virginica
7.3;2.9;6.3;2.261884432862849;virginica
6.524618233897603;2.5;5.8;1.8;virginica
7.2;3.6;6.1;2.5;virginica
6.5;3.2;5.1;2.0;virginica
6.4;2.7;5.3;1.9;virginica
6.8;3.0;5.5;2.1;virginica
5.7;2.5;5.0;2.0;virginica
5.8;2.8;5.1;2.4;virginica
6.4;3.2;5.3;2.3;virginica
6.5;2.799141600626954;5.5;1.8;virginica
7.7;3.8;6.119466752026638;2.2;virginica
7.7;2.6;6.9;2.3;virginica
6.0;2.2;4.901431583699209;1.5;virginica
6.9;3.0873714073508545;5.7;2.3;virginica
5.6;2.8;4.9;2.0;virginica
7.7;2.8;6.7;2.4040726805913017;virginica
6.3;2.7;4.4068631423911135;1.3584272913218858;virginica
6.7;3.3;5.7;2.1;virginica
7.2;2.9857203819792075;6.0;2.131018198536766;virginica
6.2;2.8;4.8;1.8;virginica
6.1;3.0;4.9;1.8;virginica
6.4;2.8;5.6;2.1;virginica
7.2;3.0;5.4478810921610945;1.6;virginica
7.4;3.0316481520761336;6.1;1.9;virginica
7.9;3.8;6.4;2.0;virginica
6.4;2.8;5.6;2.2;virginica
6.3;2.8;5.1;1.5;virginica
6.1;2.6;5.6;1.4;virginica
7.7;3.0;6.1;2.3;virginica
6.3;3.4;5.6;2.4;virginica
6.4;3.1;5.5;1.8;virginica
6.0;3.0;4.8;1.8;virginica
6.9;3.1;5.4;1.8981268733248668;virginica
6.7;3.1;5.6;2.4;virginica
6.374199675479548;3.1;5.1;2.3;virginica
5.8;2.7;5.1;1.9;virginica
6.8;3.2;5.9;2.3;virginica
6.7;3.3;5.7;2.0850890860016458;virginica
6.7;3.0;5.2;2.3;virginica
6.054543146717135;2.5;5.0;1.9;virginica
6.5;3.0;5.2;2.0;virginica
6.2;3.4;5.4;1.998170722548781;virginica
5.9;3.0;5.1;1.8;virginica
