sepal_length;sepal_width;petal_length;petal_width;species
5.1;3.5;2.3412089337635344;0.8010221220844705;setosa
5.241926219532206;3.5027623033369997;1.4;0.518818163658844;setosa
5.217455870070698;3.520434223273816;1.3;0.491365913622286;setosa
5.36093213266378;3.212676337137;2.0289292323811834;0.2;setosa
5.241926219532206;3.5027623033369997;1.4;0.518818163658844;setosa
5.4;3.9;1.7;0.6442334300088259;setosa
4.6;3.4;1.823558830079748;0.6089512100990729;setosa
5.247123027023011;3.4;1.6966585914711758;0.2;setosa
4.4;2.9;1.0696669337054536;0.2;setosa
4.936317997892322;3.1;1.5;0.1;setosa
5.188472939030595;3.7;1.5;0.49504286531354735;setosa
4.8;3.3553874417642033;1.6;0.46661472200932097;setosa
4.8;3.0;1.4;0.1;setosa
5.168515171147682;3.55577806314745;1.1;0.43646141354917056;setosa
5.152636193361222;4.0;1.0046189752346506;0.2;setosa
5.200883019396928;4.4;0.8992177482011247;0.4;setosa
5.214637148871722;3.9;1.3;0.4;setosa
5.754569052736582;3.5;3.214088252984383;1.0819509909424228;setosa
5.7;3.0866940559720897;3.6214745007708395;1.126058942548682;setosa
5.239750828820267;3.8;1.413278105875571;0.3;setosa
5.4;3.0983015829195657;3.236672015517648;1.006600226512754;setosa
5.000758611065824;3.37002633532117;1.5;0.4;setosa
4.6;3.198563385725519;1.0;0.2;setosa
5.315337267916731;3.4497465435265497;1.7;0.6011749137685176;setosa
4.8;3.2919506979234905;1.9;0.5446599380370072;setosa
4.899071113147717;3.0;1.6;0.2;setosa
5.0;3.4;2.3377555681288453;0.7774107352469816;setosa
5.029599342187927;3.3309150942560883;1.5;0.2;setosa
5.36093213266378;3.212676337137;2.0289292323811834;0.2;setosa
4.7;3.125385812463676;2.338799549926869;0.727863222428921;setosa
5.829138215640919;3.1;3.76634130702029;1.1753879480896199;setosa
5.143038145876658;3.4;1.5;0.4573338041346936;setosa
5.2;3.2812604391219393;1.3720053594132724;0.1;setosa
5.5;4.2;1.979734939669541;0.8399571860859648;setosa
4.9;3.1;1.5;0.3223935594923529;setosa
5.0;3.2;1.2;0.2;setosa
5.5;3.5472742985218217;1.3;0.485012308477965;setosa
4.9;3.1;2.5844938402493245;0.7908063373084679;setosa
5.310114249464203;3.0;2.1580183356288596;0.2;setosa
5.1;3.271744820286295;1.4638895302121702;0.2;setosa
5.286994245651162;3.5;1.7592979139938336;0.3;setosa
4.5;2.3;1.3;0.3;setosa
4.4;3.312004544463977;0.876349013082675;0.2;setosa
5.0;3.216428177438992;2.083229292177545;0.6;setosa
5.698642180558329;3.8;2.7998984624574534;1.0118732730820248;setosa
4.8;3.397678604324679;1.4;0.4145845779908635;setosa
5.698642180558329;3.8;2.7998984624574534;1.0118732730820248;setosa
4.6;3.0738771147943185;1.4;0.2;setosa
5.3;3.2602420419498133;1.6317582493920262;0.2;setosa
5.79185363418875;3.3;3.4902147800023373;1.1286694695160215;setosa
5.810495924914835;3.2;3.628278043511313;1.152028708802821;versicolor
6.4;3.2;4.387635789055854;1.4040260621636371;versicolor
5.985004138676389;3.038680471377741;4.371420967762435;1.5;versicolor
6.032158155359233;2.3;4.923169732087673;1.3;versicolor
5.985004138676389;3.038680471377741;4.371420967762435;1.5;versicolor
5.7;2.8;4.5;1.3496879255348389;versicolor
6.3;3.0634790020771376;4.391079471277221;1.3649763746205388;versicolor
5.744976444056155;3.1056019582082257;3.470462608000415;1.0;versicolor
6.6;2.9;4.6;1.456011338975886;versicolor
5.936998599752341;3.0520647687438385;4.191229295810031;1.4;versicolor
5.0;2.9903214297016594;3.5;0.9884561766121888;versicolor
6.033161564564044;3.0;4.471748696935883;1.5;versicolor
6.0;3.0978462537410456;3.6258470096321282;1.0;versicolor
6.1;2.9;4.60379769541777;1.4;versicolor
5.825403091281466;3.081722302888104;3.7753856031237496;1.1733125236152027;versicolor
5.829138215640919;3.1;3.76634130702029;1.1753879480896199;versicolor
6.033161564564044;3.0;4.471748696935883;1.5;versicolor
5.8;3.082824880322931;3.749741995855236;1.1658785145606583;versicolor
6.2;2.2;4.5;1.2030293035568353;versicolor
5.825403091281466;3.081722302888104;3.7753856031237496;1.1733125236152027;versicolor
5.9;3.031363395378321;4.8;1.8;versicolor
5.855604368356819;2.8;4.0;1.2121005843563872;versicolor
6.098388450684994;2.884245105548408;4.9;1.4796469149383706;versicolor
6.1;3.0615608485650343;4.061418429999707;1.2;versicolor
6.4;3.0596098264279794;4.519346966361619;1.4047959466325153;versicolor
5.936998599752341;3.0520647687438385;4.191229295810031;1.4;versicolor
6.8;2.8;5.274453927133157;1.4;versicolor
6.7;3.0;5.531690843373919;1.7;versicolor
6.0;2.9;4.5;1.5;versicolor
5.744976444056155;3.1056019582082257;3.470462608000415;1.0;versicolor
5.5;3.0186347665158784;3.8;1.135389108708682;versicolor
5.5;3.039780347796116;3.7;1.1093740366994536;versicolor
5.8;3.082824880322931;3.749741995855236;1.1658785145606583;versicolor
6.136024005633388;2.7;4.995747763616224;1.6;versicolor
6.0685040922264;3.0121866795925034;4.5;1.5;versicolor
6.0;3.4;3.6232474132515877;1.1985595481167526;versicolor
6.150262059048542;2.973989914153395;4.7;1.5;versicolor
6.3;2.3;5.384948974441838;1.5284426309220494;versicolor
5.904976593047229;3.0;4.1;1.3;versicolor
5.8889930608282945;3.065449066109935;4.011037623857628;1.3;versicolor
5.5;2.6;3.9812680417108908;1.1360130972777691;versicolor
6.1;3.0;4.2521798732741996;1.3146884072016811;versicolor
5.8;3.0313936523483624;4.0;1.2287518823684238;versicolor
5.0;2.9117536516578824;3.3;1.0;versicolor
5.969166932918041;2.7;4.461809987929988;1.3;versicolor
5.840987521904248;3.078833363476032;3.8308459519052227;1.2;versicolor
5.7;2.9;4.2;1.2705470844166094;versicolor
6.2;3.041356973031595;4.3;1.3619072712511557;versicolor
5.488795251687668;2.5;3.0;0.8423175621457734;versicolor
5.7;2.8;4.196829513533345;1.3;versicolor
6.3;3.3;6.0;2.5;virginica
5.8;3.082824880322931;3.749741995855236;1.1658785145606583;virginica
7.1;2.866643884847659;6.48312879939842;2.1;virginica
6.3849482170324725;2.9;5.6;1.7559886090668215;virginica
