sepal_length;sepal_width;petal_length;petal_width;species
4.90076037643823;3.5;1.4;0.2;setosa
4.9;2.99659860580349;1.4;0.5988126925797462;setosa
6.327351465710402;3.2;2.778239851756722;1.0540303152294457;setosa
4.6;3.1041125175217097;2.5516406767792406;1.0174622066928745;setosa
6.330122295680821;3.6;2.552525162187785;0.8165210371519923;setosa
5.4;3.222369080578715;1.7;0.4;setosa
6.292728429245055;3.1458310254163147;3.0235725435586276;1.2882202330981494;setosa
5.3830024866554735;3.4;1.9584129658709468;0.2;setosa
4.4;3.031211426187843;1.4;0.476316441931814;setosa
4.789972667898983;3.4598885660120846;1.5;0.1;setosa
5.4;3.3178166463657623;1.5;0.2;setosa
4.8;3.3387261559921506;1.6;0.2;setosa
4.8;3.406582272136271;1.8286332394126654;0.1;setosa
4.3;3.1191626018010083;2.4218506506364346;0.9182715010720491;setosa
6.332321707683981;4.0;2.3405866225355565;0.6091637348718048;setosa
5.060436185830146;4.4;1.5;0.4;setosa
4.877327411803007;3.390324871386409;1.3;0.4;setosa
5.1;3.5;1.7977790860262812;0.3;setosa
5.7;3.8;1.9117460608856978;0.3;setosa
5.1;3.8;2.0715046284783485;0.6501111415358781;setosa
5.4;3.4;1.8518192776705327;0.2;setosa
5.1;3.7;1.5;0.4;setosa
6.301209576506019;3.1488763294300144;3.023010406089187;1.2816433108021021;setosa
5.1;2.9433791857369247;1.7;0.7338239211290181;setosa
6.310107217298508;3.1442903757787946;3.038097995524496;1.30017015873158;setosa
4.848275003143907;3.0;1.6;0.2;setosa
5.410706923977614;3.3064173601593376;2.2711245845066608;0.4;setosa
4.816686726089358;3.428511319674969;1.5;0.2;setosa
5.456344615754784;3.0692757266223434;1.4;0.7620612280453145;setosa
4.7;3.2;1.6;0.2;setosa
6.300320584903181;3.1432099934174422;3.0339084379115704;1.2998090974849463;setosa
5.4;3.4;1.5;0.5074812918007076;setosa
6.300148708901763;3.1462077627053264;3.0267845967371465;1.2899330567259493;setosa
6.32339660106355;4.2;2.278357216098875;0.5610678448138535;setosa
4.9;3.1;1.5;0.4828106806301773;setosa
5.36723270259282;3.2;1.9853472846328915;0.2;setosa
6.327768388395489;3.5;2.5852746184592545;0.8595648592556119;setosa
6.322488941280783;3.1;2.8147245529940426;1.101564800825268;setosa
4.4;3.4121920254338387;1.3;0.2;setosa
5.1;3.4;1.5;0.2;setosa
5.0;3.5;2.151959165748626;0.7486591896089614;setosa
4.5;2.3;1.3;0.6196554680260121;setosa
4.4;3.2;1.3;0.3395662829094529;setosa
5.594395377178073;3.5;1.6;0.5047009485401809;setosa
4.871577719673186;3.303861499908686;1.9;0.4;setosa
4.8;3.0;1.8128608818890455;0.3;setosa
5.1;3.8;1.6;0.35276876491194964;setosa
4.6;3.2;1.4;0.2;setosa
5.3;3.3202652420489196;1.5;0.2;setosa
5.0;2.9867654740736787;1.4;0.6325614048762619;setosa
6.124146610566199;2.8597601611216965;4.7;1.4;versicolor
5.940879586163223;3.2;4.5;1.5000000000000002;versicolor
6.9;3.037308197338313;3.4401931732504076;1.5000000000000002;versicolor
5.5;2.838543478818834;4.0;1.3;versicolor
6.5;2.8;4.6000000000000005;1.5000000000000002;versicolor
5.7;2.8;4.5;1.3;versicolor
6.3;2.7567159560631516;4.7;1.6647285782242418;versicolor
5.64109715521121;2.4;3.3;1.4513212112436296;versicolor
5.818186299518287;2.9;4.6000000000000005;1.3;versicolor
