x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
2.0,4.0,4.0,3.0,3.489038544204041,7.0,7.520651788877081,2.0,5.177190995327765,8.27776193870278,7.0,7.934988681380871,1.0,8.0,5.0,7.7916128105701565,Z
4.0,7.0,5.090207842296979,5.0,5.0,5.0,7.520651788877081,6.0,4.0,8.0,7.0,7.934988681380871,2.0,9.0,3.700200057159188,7.7916128105701565,P
7.0,10.0,8.0,5.3917696064349325,4.0,8.0,7.520651788877081,5.0,10.0,8.27776193870278,2.0,8.0,2.0,5.0,3.700200057159188,10.0,S
4.0,7.018076593312375,5.0,7.0,4.0,7.0,7.0,13.0,1.0,7.0,6.451865008880994,8.0,3.0517290654472706,8.3496062992126,3.700200057159188,8.0,H
6.0,7.0,5.090207842296979,5.0,3.489038544204041,6.899165061014772,6.0,3.0,7.0,8.27776193870278,7.0,9.0,3.0,8.3496062992126,3.0,7.0,H
4.0,7.0,5.090207842296979,5.0,3.0,4.0,12.0,2.0,5.0,8.27776193870278,6.451865008880994,5.0,1.0,8.3496062992126,3.700200057159188,7.0,F
6.0,10.0,5.090207842296979,8.0,4.0,7.0,8.0,2.0,5.0,10.0,6.451865008880994,8.0,5.0,8.3496062992126,3.700200057159188,8.0,N
1.0,0.0,2.0,0.0,1.0,6.0,7.520651788877081,7.0,5.177190995327765,8.27776193870278,5.0,8.0,3.0517290654472706,7.0,4.0,9.0,R
5.0,7.018076593312375,5.090207842296979,5.3917696064349325,7.0,7.0,7.0,2.0,5.177190995327765,9.0,8.0,9.0,7.0,6.0,2.0,7.7916128105701565,M
1.0,7.018076593312375,2.0,1.0,3.489038544204041,5.0,7.0,8.0,6.0,7.0,6.451865008880994,6.0,2.0,8.0,3.0,8.0,D
2.0,7.0,4.0,5.0,3.489038544204041,9.0,7.520651788877081,4.0,2.0,5.0,6.451865008880994,8.0,3.0,10.0,0.0,8.0,V
3.0,11.0,5.0,5.3917696064349325,3.489038544204041,6.899165061014772,7.520651788877081,5.0,3.0,12.0,1.0,8.0,2.0,6.0,4.0,9.0,A
3.0,7.0,5.0,5.0,3.489038544204041,8.0,7.520651788877081,4.0,4.0,7.0,6.0,7.0,4.0,8.3496062992126,8.0,13.0,K
