sepal_length;sepal_width;petal_length;petal_width;species
5.1;3.5;4.039673106253315;0.2;setosa
4.9;2.944546346978308;4.039673106253315;1.3366094006373241;setosa
5.896200545323293;3.2;4.039673106253315;0.2;setosa
5.896200545323293;3.1;4.039673106253315;0.2;setosa
4.999069497539948;3.6;1.4;0.2;setosa
5.4;3.380439295566026;1.7;0.4;setosa
4.999069497539948;3.380439295566026;1.4;0.3;setosa
5.0;3.4;1.5;0.2;setosa
4.4;2.9;1.4;0.2387466237206265;setosa
4.999069497539948;3.380439295566026;1.5;0.1;setosa
4.999069497539948;3.7;1.5;0.2;setosa
4.8;3.4;1.6;0.2;setosa
4.8;3.0;1.4;0.2387466237206265;setosa
4.3;3.380439295566026;1.1;0.1;setosa
5.8;4.0;1.2;0.2;setosa
5.7;4.4;4.039673106253315;1.3366094006373241;setosa
5.4;2.944546346978308;4.039673106253315;0.4;setosa
5.1;3.5;1.4;0.3;setosa
4.999069497539948;3.8;1.7;0.2387466237206265;setosa
4.999069497539948;3.8;1.5;0.3;setosa
5.4;3.4;1.7;0.2387466237206265;setosa
5.1;3.7;4.039673106253315;0.4;setosa
4.6;3.6;1.0;0.2;setosa
5.1;3.380439295566026;1.7;0.2387466237206265;setosa
5.896200545323293;3.4;4.039673106253315;1.3366094006373241;setosa
4.999069497539948;3.0;1.6;0.2;setosa
4.999069497539948;3.4;1.6;0.4;setosa
4.999069497539948;3.380439295566026;1.5;0.2;setosa
4.999069497539948;3.380439295566026;1.4;0.2;setosa
4.999069497539948;3.380439295566026;1.6;0.2;setosa
4.8;3.380439295566026;1.6;0.2;setosa
5.4;3.4;1.5;0.4;setosa
5.2;3.380439295566026;1.5;0.1;setosa
5.5;3.380439295566026;1.4;0.2;setosa
4.999069497539948;3.1;1.5;0.1;setosa
4.999069497539948;3.2;1.2;0.2;setosa
5.5;3.380439295566026;1.3;0.2387466237206265;setosa
4.9;3.1;4.039673106253315;0.1;setosa
5.896200545323293;3.0;4.039673106253315;1.3366094006373241;setosa
5.1;3.4;1.5;0.2;setosa
5.0;3.5;1.3;0.3;setosa
4.5;2.3;1.3;0.3;setosa
4.4;3.2;1.3;0.2;setosa
4.999069497539948;3.5;1.6;0.6;setosa
5.1;3.8;1.9;0.2387466237206265;setosa
4.999069497539948;3.0;1.4;0.3;setosa
5.1;3.8;1.6;0.2;setosa
4.6;3.2;1.4;0.2;setosa
5.896200545323293;3.7;4.039673106253315;1.3366094006373241;setosa
5.0;3.3;4.039673106253315;0.2;setosa
7.0;3.2;4.039673106253315;1.3366094006373241;versicolor
6.4;3.2;4.5;1.5;versicolor
6.9;3.1;4.9;1.5;versicolor
5.896200545323293;2.3;4.0;1.3;versicolor
5.896200545323293;2.944546346978308;4.6;1.5;versicolor
5.7;2.8;4.039673106253315;1.3366094006373241;versicolor
6.3;2.944546346978308;4.039673106253315;1.3366094006373241;versicolor
5.896200545323293;2.944546346978308;3.3;1.0;versicolor
6.6;2.9;4.6;1.3;versicolor
