"x.box","y.box","width","high","onpix","x.bar","y.bar","x2bar","y2bar","xybar","x2ybr","xy2br","x.ege","xegvy","y.ege","yegvx","class"
2,3.67474012143084,3.26811991932439,3,2,7.28808809264358,8,2,9,11,6.54058520889424,7,1,7.77086095096904,5,6,"Z"
4,6.49469721876917,5,5,3.50149638354888,6.77396903778678,7.52971578350184,6,4.76082072312987,8,7.14950395720594,7.82429110193113,3.56249585068849,8.49626489315497,3.55103183994302,7.89878727722106,"P"
7,10,8,7,4.33991363238209,6.79257057706652,8,5,7.89507685154083,11,2,8,2,5,6.83441434701784,9.53228101341702,"S"
4,8.28144155544222,5,7,4.07876197442799,7,7,6.14358585358032,1,7,6,8,4.28131060495096,8,2.00025955207493,8.20071895922884,"H"
6,7,7.54867175838603,5.55029541126685,4,5.41476658761751,6,5.6207163055777,7,9.41168569344587,7,9.47200346496946,3,8,3,7,"H"
3.99575229850648,7,5,5,3,4,12,2,5,13,8.51337264274001,5,1,10,2.03943045519243,7,"F"
4.6307406302097,10,6.71792274996541,8,4,6.78947982384221,7.56868105840563,2,5,9.64999449846577,7,8,2.89574716649477,8,1,6.30334770655146,"N"
2.64671244487262,5.59900196180567,3.41254507718892,4.34285474159846,1,6,7.11076937554087,6.32286464387129,2,7,5.74470207364521,8,2,7,0.511700410332823,9,"R"
5,9,6.23405106222988,6,5.23357413180866,8.22792689258559,5.74909696642453,5.71805074314099,4,9,5.28334633145461,9,7,6,3.52599431294796,7.98179474770749,"M"
1,1.52428241174329,2,1,1.33890102314602,7.35775269493347,7,4.54060319380631,4.7213709110376,7,4.80218905644258,6,2,7.9708233164743,3.65736399613883,7.82531416244412,"D"
2.91440158110687,5.69639794338303,4,4.27195257202321,2.05117439633129,6.59373312164898,8,4,3.27218731763814,8.16169959486416,8.18157430057293,8.01006830266967,3,10,0,8,"V"
3,11,3.47606211894683,8,3,13,2.96227849757992,5,3,12,1,8,0.766458075868908,4.8813014225469,4,9,"A"
3,7,5,5,5.27942554555776,8,8.96721281394526,4,4.66549469870975,7,4.28372929396529,7,4,7.66123837965295,8,13,"K"
4.18234870618337,7.56374449995751,5.46088055322681,5.62888754872034,4,8,8,3.39153384445545,5,9,5,6.11804593907975,3.23781507283082,8,4.21270338092507,7,"D"
8,11,9,8,4.97887421635153,7,8,3,6,10,5,7,5.54615956545526,6,6.18681151561359,6.46975868972756,"S"
7,11,8.73432691045281,8,9,7.76775416891755,7,4.04246421364547,5.61724338106448,10,4.20514399993283,7.84767464200843,5,8.67587337171291,9.07992691771777,9,"H"
5,5,5,4.42775433238943,2.25253180933001,3.06927402644476,7,4.11261085394427,12,7,9.26766177452092,15,1.63857710097455,8,7.17605786152217,6,"E"
2,4.48313222188885,5,4.24982137678665,2,6.76218413283188,7.74030881089971,2,9,8.0031730997305,6.94791861669803,7,-0.0204455108342847,7.64175997890809,2.4611974083528,6,"Z"
3.81286325623957,6.85279246193995,4.82260100503665,6.08726701081433,4,6.9950426741898,7.16620821733542,8,4,7,6.09147352542549,7.91523535881199,3,8,4.14156575685178,8.5499622504727,"O"
