"x.box","y.box","width","high","onpix","x.bar","y.bar","x2bar","y2bar","xybar","x2ybr","xy2br","x.ege","xegvy","y.ege","yegvx","class"
2.73075838471311,4,4,3,2,7,8,-1.78801652996661,9,10.5794825616228,7,8.86967753844483,1,8,5,6,"Z"
4,7,5.38972175511096,6.42249542453497,5,5,9,6,4,8,7,8.06405473094328,2,9,7,8.51834895106992,"P"
7,10,8,7,4,8,8,5,10,11,2,8,0.407849204947498,5,8.15358849210554,10,"S"
4,9,5,7.87164271492387,4,7,7,3.96790665877937,1,7,6,7.92226346352035,3,7.40376699651862,0,8,"H"
6,7,8,5,3.30017221756457,8.38038274681509,6,3,7,10,7,9,3,8,3,7,"H"
4.31622190507665,7,5,5,2.2869604989405,4,12,2,5,9.1635900138233,7,5,1,9.14103933950933,1,7,"F"
6,11.7908142858334,6.94208377357957,8,4,7,8,4.0010121956799,5,10,7,8,5,9.44619167427977,1,8,"N"
1,0,2,0,1,5.91424024688955,10,2.01065682308385,0.402301962657813,7,3.92794450181119,8,4.09536899705706,7,4,9,"R"
5.52533792494346,11.2887403138579,7,6,3.56375472112146,7,7,2,4,9,8,10.4513991915762,7,6,2,8,"M"
0.284621257018431,0,2,0.137150604734771,1.29443482257663,7.29592594257092,5.08635488531194,4.33193202990178,6,7,6,6,2,8,3,8,"D"
2,7,4,5,1,9,8,4,3.90015453623129,5,13,8,2.22666264277707,10,0,8,"V"
3,9.20155721419741,5,8,3,13,3.57806231376197,5,3,8.02704200469233,1,8,2,6,4,9,"A"
3,7,5,5,5,8,7.68774992634007,4,4,7,6,7,4,8.79546922271525,8,13,"K"
3,8,5,6,4,8,8,4,6.55123143487099,9,5,6.76176353439083,3,8,3,7,"D"
8,12.1923977389797,8.87284412648229,8,6,7,8,3,7.52846092896191,10,5,5.69634181602871,4,6,6,4.6968979635816,"S"
7,12.6617375863955,10,8,9,9,7,3,4.30732580613952,10,4,7.77031682691013,7.00644546478021,6,4,9,"H"
5,5,5,4.94332127076294,2.04507636842398,3,7,6,12,9.42617002654338,6,15,-0.782212029241818,8,7,6,"E"
2,4,3.60584114408923,3,1.57457633653281,7,8,2,9,11,7,7,1,8.78932399177787,5,6,"Z"
4,7,6,5,4,7.91266260447906,7.5593906817425,8,4,7,7,7,1.96191428064504,8,3,8,"O"
4,7.28706122584598,5.87827154523584,7,5,8,8,6,2,7,7,11,3,9,5,8,"Q"
5,10,7,9,3.47707723143893,8,5.98312059188881,9,8,4.99291611306661,4,7.14536319472465,3,8,4,8,"Q"
3,7,3,5,1,7.3428364874678,1,7.51751995131078,5,0,1,6,0,8,0,8,"L"
1,1,2,1,0.216544310225501,7,9,4,2,9.68223441945139,13,8,2,9.95698716128944,0,8,"V"
2,4.66727293895731,3,3.23594965059414,1,8,7,3,8,6,6,8,2,8,5,8,"X"
8,11.3583650824014,11.7577979484068,8,12,7,6,2.97853917516856,5,7,6,8,8.99509551743767,10,7.18802684833409,8.65024716077944,"V"
5,10,8,7,6.18275752512444,9,4.89643408539416,2,4.35269845101713,7.12091354587856,4.24325229071084,8,5.43606104326844,5.66119149098858,4.31700889617541,8.8646709278072,"M"
5,6,5,4,1.4707233753824,4,11.5181692946744,1,7,10,8.94870058194413,5.37941307738693,1,10,3.30820284457157,4,"Y"
2.53878255599432,5,4,4,3.16556439999519,9,4.82799770263489,4,6,10,6.11223077468281,6,2,8,2.6081335971461,8,"D"
3,7.92096179741004,5,6,5,6.67057739158991,6.72244035754786,4,8,8.5078500423337,3.45357719036666,8,3,8,5,10,"E"
3.93374596418708,7,4.68807015537548,5,4,11,7,3,5,10,2.30350977534005,4,5,9,10.4181558586332,7,"N"
4,6.96065381527046,6,7,2,8.01629581651956,4,3,2,8,1,7.67258365514337,0.0099346440118202,8.68360851726446,3,8,"A"
3,4,3.29320955451358,2.5450657338723,3,5.31553207778288,5.91521263008591,1.71628930514231,7,11.3815895730974,6,5,2,8.68868969897842,2.932433564265,5.11774609420994,"D"
4,8,5,6,4,9,9,6,4,7,5,8.05635239286057,3,8,10,7,"Z"
3.72995850996254,5,5,3,3.17827827445171,5,9,3,4,10,8,8,6.13196984624409,8,1.20602118194159,7,"N"
4,11,5,8,4.12634157692416,7,7,4,4,7,2.4002830520608,8,4.29727606417299,8,5.13556887241466,8,"X"
4,9,6,7,7,6,5.77171737694895,2.03083805208183,4,4.41328751453164,8,7,6,7.63979252339417,4,5,"F"
6,9,5,4,2,6,9,4,5,8.7078198731694,4,10,5,10,2,8,"N"
3,4,4,7,1,0,1,6,6,0,0,6,-2.5068850017848,5.67668749773612,0,6.52047097111269,"L"
4,5,6,3.22902619222372,4.23936317771545,7,8,3.6233007863132,5,10,6,6.64089099192759,5,9,1.66727628639084,7,"N"
1,3,3,2.32410210503872,1,7,7.38027199488031,2,9,11,6,8,0.692193430984166,8,5,7,"Z"
6.47342536815472,9,6,4,3,6.20347633700485,6,4,4,9,9,5,3,10,4,4,"Y"
-0.285402952281706,4.84442771311472,0,1,0,7,7,4,2.85943260491128,7,6,8,0,8,0,9.73542684737642,"I"
8,11,8,8,9,4,10.6665957457079,2,3,9,8,7,9,13,3,8.63448961577143,"W"
2,1,3,2.26658406530167,2,7,7.2658003460609,5,6,7,9,6.2841718791203,3,8.59143807473665,1,8,"U"
6,10,4,5,2,8,6.52849760544808,6,5,9.27941074992444,4,7,5,9,3.7708877821309,9,"O"
3,4.92150793801512,4.15203321344142,3,2,5,12,3,6,10.704891480621,9,4,1,11,1,5,"T"
4,5,6,3.81154699644394,3.40382272842596,7,6,5,5,8,5,8,3,7.68144229305357,5,6,"O"
4,7,6,10,9,8,9,4,-0.739704707102604,8,7,6,5,11,6.56467688902072,4.63909565668803,"P"
2,3,2,2,-0.590899499081997,4,9,5,6,12,9,10,1,9,2,7,"C"
5.46013298090306,7,5.64306949141941,5,2,6,6,6,6,10,8,8.46092426874248,2,10,4,9,"G"
4,8,6,6,7.39492279013805,8,8.86723680263146,5.60012603004642,3,7,7,7.86485090653698,6,10,8,9,"B"
3,4,4,3,3,7.04258657207505,7,4,7,7,7.2295865730978,11,3,8,5,9,"K"
8,8,8,7.7638995351914,6.41874462912986,6.36432558512679,10,3,4,11,6.13837778442787,8,8,10,4.99437670722155,6,"W"
2,6,4,4.86562941312694,2,4.24097251554041,11,3,4,4,11,8,2,10,1,8,"V"
4,6,5.31211354449042,4,5,5.1984949866444,8.26863797557706,2,2,7,8,8,6,11,1,8,"W"
5.67415850120712,11,7,8,7,7.14132511818332,6,6,4.67256494282991,6,5,8,6,6,6.42917043154804,10,"H"
2.25737061586809,9,4,7,4,7,7.37050920714896,5.02596492641327,12,9,6,8,0,8,7,7,"Z"
1,3.03834988205707,3.91477040812778,3,1,9,6,2,6,12,4,9.68159256548588,1,7,1,7,"J"
2,3.80356870158365,4,3,1.75424121634636,8.68585012198251,10.3379153221353,3,4,13,7,4,0.733755400217299,9,1,7,"F"
5,10,7,8,6,7,7,5.73266941183163,5,7,6.57116734460091,5,3.57179873264651,8,3,7,"D"
3,7.45159437548076,5,6.38316709614944,4.2346024892956,8,7,3,8,11,5.37625675845856,7,1,9.9988510934635,5,8,"S"
6.15530143192044,9.07288126746858,5.77144892598094,8,3,7,6.65765306931272,5.47681329834058,9,9.09093357976423,5,6,1.31645199762626,9,5,5,"T"
4,7.57255787328335,5,7,5,8,5.23262290872636,8,4,7,2.8990793022798,7,2.60862534955652,7.96429778377561,4,9,"O"
2,6,2.96224445814618,7.33371994885738,3.93148268521233,8,6.99351128486842,5,5.01091852617322,7,4.22991535853553,7,1,8,7,8,"Z"
3,9,4,7,3,6,6.92046859770938,10,6,3.68975637367014,5.08839105015714,9.53201117842433,2,8,9,10,"B"
3,3.88202213088217,4,3,2,6,10,4,5,10,9,5,1.6673207947697,8.14223476948168,3,5.71349378323103,"F"
6,9,10,7,8.78505885284735,10,5,3,2,9,4.04926351935972,8,7.76239589719425,4.47487981481079,4,7,"M"
2,6,4.28790783749714,4,1,8,8.75466846386427,1,5,6,11,8,0,8,0,8,"T"
5.7792662131653,11,5,8.04931995519969,3,6,7,5,4,7,4,7,1.88806494998616,8,5,7,"O"
2,4,3,3,2,5,6.71597856156602,4,6,6,6,11,3,8,4,10,"K"
1,4,3,3,1,7,7,2,9,11,6,8,1,8,5,8,"Z"
3,4,4,3,1.11527852334324,5,13,2.7006474453846,6,6.51129588433012,9,4,2.67267415225122,11,1,5,"T"
4,10,7,8,6,7,10,2,3,6,9,8,4.94657855765,9.20086478901134,1,6.8993258642471,"W"
3,7.12042397500775,5,3,2.2659990673709,6,2,2,2,5,2,8,2,7.12561981245771,1.37679955428404,6,"A"
2,2,3,3,2,6.60607748292262,8,6,1,5,6,9,2,9,5,10,"Q"
9,18.2746307622824,7,14,6,8,7,4,2,12,6,8,3,9.54229151520282,7.24029417484232,6,"Z"
5.54755838199482,8.08522996212192,6,7,5,9,10,3,2,8,7,5.95506704453571,3,10,8,6,"H"
5,9,8,6,8,6,6,3,4,1.20459116227596,5,8,7,10,7,6,"R"
1,7,0,4.51890501850598,-1.78288196106732,7,7,4,4,9.50926434207609,6,8,0,8,1.20441997559637,8,"I"
1.7577948848135,5.65785509108809,4,3,3,5.82604277859619,8,4,4,9,5,8,2,6,3,10,"R"
4.91294170667541,10,7.20021770058084,7,5,7,9,9.16876282986724,6,5,9.04771378854016,10,6,10,1,7,"U"
4,5.97256657015893,4,5,3,7,6,12,4,7,12,8,3,9,0,7.67110975267874,"U"
7,10,5,5,3.10563611564372,6,8,4.67924787338399,5.35909002716177,11,10.6380108328691,11,4.67482700179253,8.14396652617999,5,9,"C"
5,9,6,7,4,8,7,8,5,7,6,8,5.60203099538804,8,3,8.3965846687227,"O"
5.97555329760487,13,5,7,3,6,8,6,7.5345821867987,10,6,10,1.26809237356005,10.7661170349325,3.74627365130109,8,"E"
5,9.68731948298508,7.35738694946841,7,6.14452620279122,10,6,4,7,11,3,6,7.34227616055943,6,4,8,"D"
5,7,6,5,3,3.7375407585703,8,5,7.41735368631894,9,7.2120239620287,9,4.71388016246016,9.44749610211426,2,5,"U"
3,4,5,3,3,9,7,3.311777054825,5,11,3.91995579053149,6,2,7,3,9,"R"
2,4,3.31775087054891,3,2,7,7,6.26334382457852,7,7,6,9,2,8,5,10,"E"
6,10,6,6.44148084441041,4,4.39503021961703,7,2.26237983080182,3.37548243155595,10,8,8.40563954606447,2,9,5,9,"G"
5,9,7,6,6,10.860550874408,6,2,6,10.3667561195673,4.06791980358125,8,5.22567290163213,8,4,12,"B"
4,10,7,7,2,8,7,3,0,7,7.14811938414634,8,3,7,2,8,"A"
1,1.45419546007127,3,2,1,6,8.93819798093906,1,6,8,11,8,-0.359225224029823,11,2,8,"Y"
3.23419078064486,5.66561269649336,4,6,4,8,11,3,3,5,8,9,4.32031364694906,11,5,6,"Y"
5,10,6,8,5,8,6,9,4,7,5,5.95972844266421,3,8,2.61379536374885,8.45595982111496,"O"
7,10,7,7,5,7,6,7,8,11,6,11,2,11,9.3496964605899,9.52559272773838,"G"
5,9,7,7,5,9.854277141906,3,1,5.14918745177483,8.65721060214566,2,7.36947402087264,3.99229002951819,5,4,7,"A"
3,6.16518424343861,4,5.05812253469673,3.41340515992377,5,9,5,7,12,6.64813822889529,5.50825556392912,-0.306120743959284,10,3,7,"C"
4,5,6,7,6,7,8,4,1,8,6,6,4,8.17792324038632,8,5,"H"
