x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
2.0,4.0,4.0,3.0,2.0,7.0,8.0,2.0,9.0,11.0,7.0,7.0,1.0,8.0,5.0,6.0,Z
4.0,7.0,5.0,6.35738165121878,5.0,5.0,9.0,6.0,4.0,8.0,7.0,9.0,2.0,9.0,7.0,10.0,P
7.0,10.0,8.0,7.0,4.0,8.0,6.342943926761507,5.0,10.0,11.0,2.0,8.0,2.0,5.0,5.0,10.0,S
4.0,9.0,4.607553366174289,7.0,4.0,7.0,7.0,13.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,H
6.0,7.0,8.0,5.0,4.0,7.0,6.0,3.0,7.0,10.0,7.0,9.0,3.0,8.0,3.0,7.0,H
4.0,7.0,5.288659793781972,5.0,3.0,4.0,12.0,2.0,5.0,13.0,7.0,5.0,1.0,10.0,1.0,7.0,F
6.0,10.0,8.0,8.0,4.0,7.0,8.0,2.0,5.0,10.0,7.0,8.0,5.0,8.0,1.0,8.0,N
1.0,0.0,2.0,0.0,1.0,6.0,10.0,7.0,2.0,7.0,5.0,8.0,2.0,7.0,4.0,9.0,R
5.0,9.0,7.0,6.0,7.0,7.0,7.714446952595383,2.0,4.0,9.0,8.0,9.0,7.0,6.0,2.0,8.0,M
1.0,0.0,2.0,1.0,1.0,5.0,7.0,8.0,6.0,7.0,6.0,6.0,2.0,8.0,3.0,8.0,D
2.0,7.0,4.0,5.0,1.0,9.0,8.0,4.0,2.0,5.0,13.0,8.0,3.0,10.0,0.0,8.0,V
3.0,11.0,5.0,8.0,3.0,13.0,4.0,6.54017857142275,3.0,12.0,1.0,8.0,2.0,6.0,4.0,9.0,A
3.0,7.0,5.0,5.0,5.0,8.0,7.0,4.0,4.0,7.0,6.0,7.0,4.0,6.0,8.0,13.0,K
3.0,8.0,5.0,6.0,4.0,8.0,8.0,4.0,5.0,9.0,5.0,4.0,3.0,8.0,3.0,7.0,D
8.0,11.0,9.0,8.0,5.849084785557098,9.092006046747326,8.0,3.0,6.0,10.0,5.0,7.0,4.0,6.0,6.0,8.0,S
6.096970103360333,11.0,10.0,8.0,9.0,9.0,7.0,3.0,6.0,10.0,4.0,7.0,5.0,6.0,4.0,9.0,H
5.0,5.0,5.0,7.0,3.0,3.0,7.0,6.0,12.0,7.0,6.0,15.0,0.0,8.0,7.0,6.0,E
2.0,4.0,5.0,3.0,2.0,7.0,8.0,2.0,9.0,11.0,7.0,7.0,1.0,8.0,5.0,6.0,Z
4.0,7.0,6.0,5.0,4.0,8.0,9.0,8.0,4.0,7.0,7.0,7.0,3.0,8.0,3.0,8.0,O
4.0,6.0,4.0,7.0,5.0,8.0,7.644733180642152,6.0,2.0,7.0,7.0,11.0,3.0,8.674788242464123,5.0,8.0,Q
5.0,10.0,7.0,9.0,3.0,8.0,5.0,9.0,8.0,6.0,4.0,8.0,3.0,7.941467436147534,4.0,8.0,Q
3.0,7.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,6.0,0.0,8.0,0.0,8.0,L
1.0,1.0,2.0,1.0,0.0,7.0,9.0,4.0,2.0,7.0,13.0,8.0,2.0,10.0,0.0,8.0,V
2.0,1.0,3.0,2.0,1.0,8.0,7.0,3.0,8.0,6.0,6.0,8.0,2.0,8.0,5.0,8.0,X
8.0,9.0,10.0,8.0,12.0,7.0,6.0,5.0,5.0,7.0,6.0,8.0,7.0,10.0,6.0,7.518185804611319,V
5.768172845929835,10.0,7.958880978406222,7.824045906195838,11.0,9.0,6.0,2.0,2.0,8.0,4.0,8.0,10.0,5.0,3.0,7.518185804611319,M
5.0,6.0,5.0,4.0,3.0,4.0,11.25320056899003,1.0,7.0,10.0,10.0,6.0,1.7244897959147198,10.0,2.0,4.0,Y
2.0,5.0,4.0,4.0,3.0,9.0,6.0,4.0,6.0,10.0,4.0,6.0,2.0,8.0,3.0,8.0,D
3.0,8.0,5.0,6.0,5.0,7.0,7.0,4.0,8.0,7.0,7.0,8.0,3.0,8.0,5.0,10.0,E
4.0,7.0,6.0,5.0,4.0,11.0,7.0,3.0,5.0,10.0,1.0,4.0,5.0,9.0,1.0,7.0,N
4.0,6.793388429611877,6.0,7.0,2.0,9.0,4.0,3.0,2.0,8.0,1.0,8.0,2.4779050736444463,7.0,3.0,8.0,A
3.0,4.0,4.0,3.0,3.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,2.0,8.0,3.0,7.0,D
4.243911109682335,8.0,5.0,6.0,4.0,9.0,9.0,6.0,4.0,7.0,5.0,8.0,3.0,8.0,10.0,7.0,Z
3.0,5.0,5.0,3.0,2.0,5.0,9.0,3.0,4.0,10.0,8.0,8.0,5.0,8.0,0.0,7.0,N
4.0,11.0,5.0,8.0,2.0,7.0,6.966828478962637,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X
4.0,9.0,6.0,7.0,7.0,6.0,8.0,1.0,4.0,10.0,8.0,7.0,6.0,11.0,4.0,5.0,F
6.0,9.0,5.0,4.0,2.0,7.1817142857171135,9.0,4.0,5.0,4.0,4.0,10.0,5.0,10.0,2.0,8.0,N
3.0,4.0,4.0,7.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,8.0,0.0,8.0,L
4.0,5.0,6.0,4.0,3.0,7.0,7.714446952595383,2.0,5.0,7.404377880182677,6.0,6.0,5.0,9.0,1.0,7.0,N
1.0,3.0,3.0,2.0,1.0,7.0,8.0,2.0,9.0,11.0,6.0,8.0,1.0,8.0,5.0,7.870588235293404,Z
6.0,9.0,6.0,4.0,3.0,7.0,6.0,3.29105322763506,4.0,9.0,9.0,5.0,3.0,10.0,4.0,4.0,Y
1.3776223776277745,0.0,0.0,1.0,0.0,7.123439667129119,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
8.0,11.0,8.0,7.346289752649684,9.0,4.0,10.0,2.0,3.0,7.870736086178338,8.0,7.0,6.936952714535755,13.0,3.0,5.0,W
2.0,1.0,3.0,2.0,2.0,7.0,9.0,5.0,6.0,7.0,9.0,9.0,3.0,9.0,1.0,8.0,U
6.0,10.0,4.0,5.0,2.0,8.0,7.0,3.0540254237306446,5.0,9.0,4.0,7.0,5.0,9.0,5.0,9.0,O
3.0,4.0,4.0,3.0,2.0,5.0,12.0,3.4504249291801523,5.323361823351488,11.0,9.0,4.0,1.0,11.0,1.0,5.0,T
2.8154981550186844,5.0,6.0,4.0,4.0,7.0,6.0,5.594470046078907,5.0,8.0,5.0,8.0,3.0,7.0,5.0,6.0,O
4.0,7.0,6.0,10.0,9.0,8.0,9.0,4.0,0.0,8.0,7.0,6.0,5.0,11.0,5.0,7.0,P
2.0,3.0,2.0,2.0,1.0,4.0,9.0,5.0,6.0,12.0,9.0,10.0,1.0,9.0,2.0,7.0,C
3.0,7.0,4.0,5.0,2.0,6.0,6.0,6.0,6.0,10.0,8.0,11.0,2.0,10.0,4.0,9.0,G
4.0,8.0,6.0,6.0,8.0,8.0,7.0,5.0,3.0,7.0,7.0,7.0,6.0,10.0,8.0,9.0,B
3.0,4.0,4.0,3.0,3.0,5.0,7.0,4.0,7.0,6.72898230089854,6.0,11.0,3.0,8.0,5.0,9.0,K
8.0,8.0,8.0,6.0,5.0,3.0,10.0,3.0,4.0,11.0,10.0,8.0,8.0,10.0,2.0,6.0,W
2.0,6.0,4.0,4.0,2.0,9.0,11.0,3.0,4.0,4.0,11.0,8.0,2.0,10.0,0.6166419019493476,8.0,V
4.0,6.0,5.894553881803353,4.0,5.0,7.0,11.0,2.0,2.0,7.0,8.0,8.0,6.0,11.0,1.0,8.0,W
5.0,11.0,7.0,7.440816326520151,7.0,6.0,6.0,6.0,5.0,6.0,5.0,8.0,6.0,6.0,7.0,10.0,H
4.0,9.0,4.0,7.0,4.0,7.0,8.0,4.444214876052107,12.0,9.0,6.0,8.0,0.0,8.0,7.0,7.0,Z
1.0,4.0,2.0,3.0,1.0,9.0,6.0,2.0,6.0,12.0,4.0,9.0,1.0,7.0,1.0,7.0,J
2.0,4.0,4.0,3.0,1.0,5.0,11.0,3.0,4.0,13.0,7.0,4.0,1.0,9.0,1.0,7.0,F
5.0,10.0,7.0,8.0,6.0,7.0,7.0,8.0,5.0,7.0,6.0,5.0,4.0,8.0,3.0,7.0,D
3.0,5.0,5.0,4.0,2.0,8.0,7.0,3.0,8.0,11.0,5.0,7.0,1.0,9.0,5.0,8.0,S
8.0,13.0,7.0,8.0,3.0,7.0,8.0,3.9744744744728577,9.0,13.0,5.0,6.0,2.0,9.0,5.0,5.0,T
4.0,9.0,5.0,7.0,5.0,8.0,9.0,8.0,4.0,7.0,8.0,7.0,4.0,7.0,4.0,9.0,O
2.0,6.0,3.0,4.0,3.0,8.0,7.0,5.0,9.0,7.0,7.0,7.0,1.0,8.0,7.0,8.0,Z
3.6329509884779747,9.0,4.0,7.0,3.0,6.0,7.0,10.0,6.174004230479691,7.0,6.0,7.3953732955292715,2.0,8.0,9.0,10.0,B
3.0,2.0,4.0,3.0,2.0,6.0,10.0,4.0,5.0,10.0,9.0,5.0,2.0,9.0,3.0,6.0,F
5.768172845929835,9.0,10.0,7.0,11.0,10.0,5.0,3.0,2.0,9.0,4.0,8.0,11.0,6.0,4.0,7.0,M
2.0,6.0,4.0,4.0,1.0,8.0,15.0,1.0,5.0,6.576119402981856,11.0,8.0,0.0,8.0,0.0,8.0,T
7.0,11.0,5.0,6.0,3.0,6.843363561379668,7.0,5.0,4.0,7.0,4.0,7.0,5.0,8.0,5.0,7.0,O
