x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
3.501425256959172,6.917087048116069,4.0,3.0,2.0,7.293870583926105,8.0,2.0,6.580520220674233,9.2136800590828,6.103258164506454,7.0,2.0114658437690323,8.0,5.0,7.621889213752628,Z
3.744785023097223,7.0,5.0,5.451076119220519,5.0,5.0,9.0,6.0,4.0,7.393777098599278,7.0,7.506816244102929,2.0,9.0,3.717590942390442,10.0,P
7.0,10.0,8.0,7.0,4.981917175967935,7.172443180849103,8.0,3.508504340761505,10.0,9.907996691912459,5.681382651408662,7.014565637147634,3.969914778367877,8.576267903932,3.963352892844517,10.0,S
3.7621261931793604,7.017378819570591,5.0,7.0,2.781002889089675,7.2694772668283125,6.379705583884004,13.0,1.0,7.0,8.42290463609039,8.020565000985998,3.0,8.0,0.09756151183868322,8.0,H
3.501425256959172,7.0,8.0,5.0,3.173020094693434,7.293870583926105,6.0,3.0,6.580520220674233,10.0,6.103258164506454,7.783179386795699,2.0114658437690323,7.99030348244867,3.0236594326810278,7.0,H
4.544965767783204,7.0,5.04327022836422,6.291855382088677,2.8474895543341043,4.0,9.942006217024337,4.246656363528718,5.0,10.87953526990476,7.449353386991004,5.0,1.0,10.0,1.0,6.6921176719960975,F
6.0,9.60000899665248,8.0,7.318414756191821,4.981917175967935,7.172443180849103,8.0,2.0,5.0,9.907996691912459,7.0,8.0,5.0,8.576267903932,1.0,7.23762853336788,N
1.0,0.0,3.1140802593001857,3.392494787481187,1.7494903344922912,6.0,10.0,5.00267106187704,6.0146556018801975,7.052706214438962,5.0,8.229000056072248,2.0,8.18832893074871,4.0,9.0,R
5.0,8.888457831307871,7.397760933123564,6.0,7.0,7.593144340355007,7.0,4.66099390858363,4.406953652216042,7.203944189818919,8.0,9.0,4.947616807985414,6.0,6.417422347639878,7.710607026801161,M
2.244100321652537,0.0,2.0,3.392494787481187,1.7494903344922912,5.0,7.428673866947084,8.0,6.0146556018801975,7.0,6.0,6.0,2.2712375946372774,8.18832893074871,3.8170131638881357,8.0,D
3.085920408841225,6.445256611669074,4.0,5.06131659446444,1.0,9.0,8.0,2.68543827525263,2.0,6.750628334661004,13.0,8.048764438050446,1.8854991972096484,10.0,0.0,8.0,V
3.0,7.963834524764313,5.703281733943324,8.0,3.5349507096989856,8.888783154527534,5.959020021321491,5.0,3.0,9.003311473735216,1.0,7.426537657623426,2.5942279568307844,6.939001416817529,3.203649962361878,8.668508992985048,A
3.0,6.491266798642578,5.101147751267217,5.451076119220519,5.0,7.258105830163965,7.185263048070813,4.0,4.0,7.393777098599278,6.0,7.0,2.840595549668669,6.0,3.717590942390442,7.881444383952051,K
3.0,8.0,5.0,5.451076119220519,4.0,8.0,7.185263048070813,4.940155848096278,5.3649173805936226,7.393777098599278,5.0,4.0,3.0,8.205394466181145,3.717590942390442,7.0,D
5.0620512693141,11.0,6.189744257984783,7.332482284126379,6.0,7.269220774329036,7.341907780926793,4.2174064182604,5.63905106596843,10.0,5.0,7.491221490383331,3.0610669562149457,6.0,3.5953472003992375,8.0,S
5.466587693391673,11.0,10.0,8.0,9.0,7.593144340355007,7.139993139184831,4.66099390858363,4.406953652216042,10.0,6.116384519346352,8.026398416784511,4.947616807985414,6.0,6.417422347639878,7.710607026801161,H
3.657702764320276,5.0,4.989854480752453,5.735332400654788,3.0,6.793920899998668,7.146475491428217,4.251259586220083,12.0,7.0,6.0,8.06773218105868,1.3137493640112798,8.0,6.123684723873029,6.0,E
2.0,4.0,2.8897949690437774,2.0141931769192585,2.0,7.0,8.0,2.0,4.999261503521157,8.525360293051083,5.699635126128666,7.0,1.0,8.0,2.8060460194959176,6.0,Z
4.0,6.491266798642578,6.0,5.451076119220519,4.0,8.0,9.0,4.940155848096278,4.0,7.393777098599278,7.0,7.506816244102929,2.840595549668669,8.205394466181145,3.717590942390442,8.0,O
4.0,6.0,5.101147751267217,7.0,3.4602268128808316,7.258105830163965,7.185263048070813,6.0,5.3649173805936226,7.0,6.2228722705926485,7.506816244102929,3.0,9.0,3.717590942390442,8.0,Q
5.0,10.0,4.989074679732245,6.4271457795932605,3.0,6.75702693267579,5.0,9.0,8.0,6.0,5.829122140835867,8.0,2.6277041088919777,8.0,4.0,8.0,Q
4.544965767783204,7.0,5.04327022836422,5.0,2.8474895543341043,1.0,9.942006217024337,5.0,4.7384211427749205,10.87953526990476,7.449353386991004,6.965272201111591,0.0,9.189898133793848,0.0,8.0,L
1.5037739726480668,1.0,2.0,1.2896571899015887,0.7473607664148605,7.0,7.664768012777768,4.973963913622731,2.0,7.394074369234046,7.4185452886879695,8.0,2.0466047332890245,10.0,0.0,7.994821825830057,V
2.0,7.08559109459127,3.0,5.0509425808217845,1.1508227060874425,7.290795221285245,7.0,3.0,5.107063887166954,6.0,6.0,8.0,2.0,8.041932626152231,5.0,8.0,X
5.466587693391673,9.0,10.0,7.602923859442791,12.0,7.0,6.0,4.66099390858363,5.0,7.203944189818919,6.0,8.0,4.947616807985414,8.47866236945819,6.417422347639878,9.0,V
5.0,10.0,8.0,7.0,4.5905739073693095,9.0,6.0,2.0,3.5428209757178237,7.202784713180028,7.246604721579644,8.0,10.0,8.386107683595725,3.0,6.0,M
5.5454418447778195,6.0,5.0,4.0,3.840614564578486,4.0,9.0,3.4953597711584576,7.0,10.405923128752288,10.0,6.0,2.854642932568787,9.513504363008181,2.5687201943151408,5.840510948220855,Y
2.0,5.0,4.0,5.451076119220519,3.4602268128808316,9.0,7.185263048070813,4.0,6.0,7.393777098599278,6.2228722705926485,6.0,2.840595549668669,8.205394466181145,3.717590942390442,7.881444383952051,D
3.744785023097223,8.0,5.101147751267217,5.451076119220519,3.4602268128808316,7.0,7.0,4.940155848096278,5.3649173805936226,7.0,7.0,8.0,3.0,8.205394466181145,3.717590942390442,7.881444383952051,E
3.501425256959172,7.0,6.0,5.0,4.0,11.0,7.0,3.0,6.580520220674233,10.0,6.103258164506454,4.0,5.0,7.99030348244867,1.0,7.621889213752628,N
4.0,6.96247506382705,4.57023597087238,7.0,2.0,9.0,4.0,3.4975753441084243,2.0,8.0,1.0,8.0,1.764768058384498,7.0,2.079640154876214,8.21144077693922,A
3.744785023097223,6.491266798642578,4.0,5.451076119220519,3.4602268128808316,7.258105830163965,7.0,6.0,5.3649173805936226,7.393777098599278,6.2228722705926485,5.0,2.840595549668669,8.0,3.717590942390442,7.881444383952051,D
4.0,8.0,5.0,6.0,4.0,7.425469875716901,9.0,6.0,4.0,7.18323859418923,5.0,8.0,3.4058232512393483,8.33865263950556,10.0,8.172821857516585,Z
3.4513026375370077,5.0,4.898271851386391,5.663416585662666,2.0,5.0,9.0,4.104291231377298,4.0,6.889358986590162,7.004724614902317,8.379898797102847,5.0,8.827409008492362,0.0,7.0,N
3.744785023097223,6.491266798642578,5.101147751267217,5.451076119220519,2.0,7.258105830163965,7.0,4.940155848096278,4.0,7.0,6.2228722705926485,7.506816244102929,3.0,8.205394466181145,4.0,7.881444383952051,X
4.0,9.0,6.0,7.602923859442791,7.0,7.593144340355007,7.139993139184831,4.66099390858363,4.406953652216042,10.0,6.116384519346352,7.0,6.0,8.47866236945819,6.417422347639878,7.710607026801161,F
6.0,7.963834524764313,5.703281733943324,5.850740537612325,3.5349507096989856,8.888783154527534,5.959020021321491,4.0,5.573148524588796,9.003311473735216,4.0,10.0,5.0,6.939001416817529,2.0,8.668508992985048,N
1.7564485777181749,7.08559109459127,4.0,5.0509425808217845,1.0,7.290795221285245,7.203826454656967,6.0,6.0,7.103155525041418,6.015404786446749,6.0,0.0,8.0,0.0,8.0,L
4.0,6.491266798642578,5.101147751267217,5.451076119220519,3.4602268128808316,7.0,7.185263048070813,4.940155848096278,5.3649173805936226,10.0,6.0,7.506816244102929,5.0,9.0,3.717590942390442,7.0,N
1.0,7.010639677731843,3.0,5.735332400654788,2.9810932225241564,7.0,7.146475491428217,4.251259586220083,9.0,7.90569319104678,6.0,8.06773218105868,1.0,8.06816572382434,5.0,7.865288988351082,Z
3.744785023097223,6.491266798642578,5.101147751267217,4.0,3.4602268128808316,7.0,7.185263048070813,4.940155848096278,5.3649173805936226,7.393777098599278,9.0,5.0,2.840595549668669,10.0,3.717590942390442,7.881444383952051,Y
0.0,4.054736916779261,0.0,1.0,0.0,7.09019394902095,7.0,4.0,4.999261503521157,8.525360293051083,5.699635126128666,7.657112893339494,1.9170471342638544,8.0,2.8060460194959176,8.0,I
8.0,9.365525913133334,8.926312651801904,7.452050757965738,9.0,4.0,10.0,2.0,3.0,9.0,6.284030700250901,7.0,9.0,13.0,3.0,5.0,W
2.0,1.0,3.1140802593001857,3.392494787481187,1.7494903344922912,6.971609503283797,9.0,5.0,6.0,7.0,9.0,9.0,2.2712375946372774,9.0,1.0,8.168390821874704,U
6.0,10.0,4.0,5.0,4.260393215850329,8.0,7.0,6.0,5.63905106596843,9.0,4.0,7.491221490383331,5.0,8.40794525031191,5.0,7.843383731916876,O
