x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
2.0,4.0,4.0,3.0,2.3932367388092537,7.0,8.025117907458803,2.0,6.819645861142291,8.914046491320738,7.0,8.069463735280744,1.0,8.0,5.0,7.780213567682655,Z
4.0,7.0,5.09105798078299,5.0,5.0,5.0,8.551907477632472,6.0,4.0,8.0,7.0,7.713732052924106,2.0,9.0,4.464716385043429,7.5180567163050425,P
7.0,10.0,8.0,7.134156440860562,4.0,8.0,3.794205649879088,5.0,10.0,9.69657645167547,2.0,8.0,2.0,5.0,6.901474438779464,10.0,S
4.0,7.71495422422264,5.0,7.0,4.0,7.0,7.0,13.0,1.0,7.0,7.135200630442464,8.0,4.923242737860627,7.914754824376243,2.9333487651207344,8.0,H
6.0,7.0,6.69033046764846,5.0,3.302916500063243,6.343240840447561,6.0,3.0,7.0,9.305287718846332,7.0,9.0,3.0,8.261925136737098,3.0,7.0,H
4.0,7.0,4.866150149853681,5.0,3.0,4.0,12.0,2.0,5.0,9.849654275065635,8.248940585728686,5.0,1.0,10.113698684002737,3.266421102991457,7.0,F
6.0,10.0,7.114123388456076,8.0,4.0,7.0,8.0,2.0,5.0,10.0,6.857775959302283,8.0,5.0,8.479251275760628,3.642118664136641,8.0,N
1.0,0.0,2.0,0.0,1.0,6.0,6.578953960948191,7.0,4.949956237549182,6.583208035401228,5.0,8.0,2.056422743299761,7.0,4.0,9.0,R
5.0,8.484554457389049,7.59631018841583,6.405631827311376,7.0,7.0,7.0,2.0,3.5299259988829315,9.0,8.0,9.0,7.0,6.0,2.0,6.786969501472813,M
1.0,0.8688747581596067,2.0,1.0,0.5872081080425401,5.0,7.0,8.0,6.0,7.0,5.520097098125059,6.0,2.0,8.0,3.0,8.0,D
2.0,7.0,4.0,5.0,2.487520875925385,9.0,7.333511123282127,4.0,2.0,5.0,7.447427018243104,8.0,3.0,10.0,0.0,8.0,V
