x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
2.0,4.0,4.0,3.0,2.0,7.0,7.192474706995197,2.212369407282418,9.0,10.802106570339511,5.311672516381483,7.0,1.0,8.0,2.5460415763448347,7.718549144717409,Z
4.0,7.213679667486494,5.0,5.0,4.704706816625735,5.0,9.0,6.0,4.321164399009676,8.0,6.1545786532670475,9.0,2.0,9.0,7.0,10.0,P
7.0,10.0,6.687577908685481,6.498708034755442,4.0,8.0,8.0,3.1647482002217813,10.0,11.0,2.0,8.0,2.0,7.46387846589078,5.0,10.0,S
4.0,9.0,5.0,7.0,2.8238226061835814,7.0,7.0,13.0,1.0,7.0,8.564830009035614,7.974619083257239,3.0,7.744007091846474,0.05122346024340052,8.0,H
3.776425937627558,8.681339937101418,8.0,5.0,4.0,7.0,6.0,3.0,7.0,10.0,5.390153192897094,9.0,3.0,7.92193466217505,2.9422456658803346,7.0,H
4.0,7.0,5.0,5.0,3.0,4.0,12.0,2.0,5.0,13.0,10.1171167187985,6.646098586039213,1.0,10.0,1.8582542783116056,6.093259431058056,F
5.337375347174769,10.0,8.0,8.0,4.0,7.058610301421529,7.08757099058306,5.344385359618184,5.286582935635834,10.0,7.0,8.0,3.973527264388319,7.940742980729962,1.0,8.0,N
1.2333470932355177,0.0,2.0,0.0,0.49640858861871484,6.0,6.846756258772349,7.0,2.0,7.0,5.0,7.9393087429567935,2.0,7.878790195242326,1.3478267426517845,9.0,R
5.337375347174769,9.738323032427097,7.0,6.0,7.0,7.058610301421529,7.0,2.0,4.0,9.0,8.0,9.0,3.973527264388319,7.940742980729962,2.0,8.0,M
1.0,0.0,2.0,1.0,1.0,5.0,6.846756258772349,8.0,6.0,7.0,6.0,6.0,2.0,8.0,3.0,8.0,D
3.3183497534943003,7.683865341244076,4.873859949019085,5.0,1.0,9.0,8.0,4.0,2.0,5.0,13.0,8.0,3.0,10.0,0.0,7.864436279079087,V
3.0,11.0,5.0,8.0,4.49363714142077,13.0,4.0,3.1647482002217813,3.0,12.0,1.0,8.0,2.0,6.0,4.0,9.0,A
4.020492841846997,7.0,5.0,6.012012086964836,5.0,7.485158693282061,7.0,4.0,4.0,7.185635659197414,6.0,7.0,4.0,6.0,8.0,7.824405163928612,K
4.6318604462982975,8.126600081577319,5.541450114169783,5.893302264426084,4.0,8.0,8.0,4.585475798375192,5.0,11.415280957766173,5.0,4.0,3.0,8.0,3.0,7.0,D
8.0,11.0,9.0,8.0,4.515117749229436,7.0,6.201655662262518,3.0,5.545046413037886,10.36763486152957,5.0,7.0,4.0,6.0,6.0,8.0,S
7.0,11.0,7.418780372686329,7.467058153651868,4.515117749229436,7.964875327295024,7.0,3.7556969618784564,5.545046413037886,10.36763486152957,4.0,7.0,5.0,6.0,4.0,9.0,H
3.7065455171410093,7.269931589384136,5.0,7.0,2.5342353736080754,3.0,7.0,6.1538087870259535,12.0,7.0,6.0,15.0,0.0,8.0,7.0,6.0,E
2.0,4.0,5.0,3.0,1.7805865711938862,7.520911190182073,8.0,2.0,9.0,10.802106570339511,7.0,7.0,1.5372695502210119,8.0,5.0,6.0,Z
4.0,7.721577538944123,6.0,5.0,4.0,8.0,9.0,8.0,5.6754308251884025,7.0,7.0,7.0,3.0,8.0,3.0,8.0,O
4.0,7.213679667486494,4.0,7.0,5.0,8.0,8.0,6.0,2.0,7.0,7.0,11.0,3.0,9.0,5.0,8.0,Q
3.9608950531704488,7.721577538944123,7.0,9.0,3.0,8.0,5.0,9.0,8.0,6.68524280678546,4.0,8.0,3.0,8.0,4.0,9.173832482185027,Q
3.0,7.0,3.0,5.0,1.0,1.0,2.140794689960007,4.8046506196238,5.0,0.0,1.0,6.0,0.0,8.0,0.47827023827315385,7.10000483531838,L
2.1905880114953282,1.0,2.0,1.0,1.2505396518122565,7.0,9.0,3.026274553338448,2.0,7.0,13.0,8.0,2.0,10.05338541754521,0.0,8.0,V
2.0,6.399016486688041,4.729824487285583,2.0,3.284307007513173,8.0,7.0,4.882209556117661,8.0,6.0,6.0,7.956420501204919,2.0,8.0,5.0,8.085290151907742,X
8.0,9.109449704566831,10.0,8.0,12.0,7.0,6.0,5.0,5.0,7.041790248097103,6.4615892954498255,8.119489539927212,5.137646081064083,9.030245040179771,6.0,9.0,V
5.0,10.0,8.0,7.0,11.0,7.684330163383504,6.0,2.0,3.702306273258537,8.0,6.089321260166881,7.9230570585471805,10.0,5.0,5.136003800837601,6.0,M
4.084384750760365,6.0,5.0,5.06639084212875,3.0,4.0,9.0,1.0,4.917728268739724,10.888884872432447,10.0,6.0,1.636948716717199,10.0,2.0,4.0,Y
2.0,5.0,4.0,4.0,3.0,7.520911190182073,6.0,4.0,6.0,10.0,5.311672516381483,6.0,2.0,7.936365915832098,3.0,7.718549144717409,D
3.5751327360645586,8.0,5.0,6.0,5.0,7.0,7.0,4.691089006660027,8.0,7.0,7.0,8.0,1.0577755005758804,8.0,5.0,10.0,E
4.0,9.145675309375461,6.0,5.0,4.0,11.0,7.0,3.0,5.0,10.0,1.0,4.0,5.0,9.0,4.439545720513673,7.0,N
4.0,10.0,6.0,7.0,2.0,9.0,4.0,2.453097696054208,2.5720598457299197,8.0,1.0,8.464134516906162,3.0,7.0,2.3456887236154564,8.0,A
3.0,6.399016486688041,4.729824487285583,3.0,3.0,7.0,7.0,4.882209556117661,7.0,7.0,6.0,7.956420501204919,2.0,8.0,3.0,7.0,D
4.020492841846997,8.0,5.0,6.012012086964836,4.704706816625735,9.0,7.374383230021886,6.0,4.0,7.0,5.0,8.0,3.0,8.0,10.0,7.824405163928612,Z
3.0,5.0,5.0,5.114156755198697,2.0,5.0,9.0,3.0,4.0,7.202066224524452,8.0,8.0,5.0,8.508497044025127,0.0,7.300720605652738,N
4.0,11.0,5.0,8.0,5.771131484615062,7.0,7.0,4.0,5.286582935635834,7.0,6.037634242903227,8.0,3.973527264388319,8.0,4.0,8.0,X
4.0,6.087365975877173,6.0,5.114156755198697,7.0,6.0,8.0,1.0,4.0,10.0,7.217188896382975,7.0,6.0,8.508497044025127,4.0,5.0,F
6.0,9.0,5.0,4.0,3.284307007513173,6.0,9.0,4.0,5.0,7.426557423987425,4.0,10.0,2.8117188504139974,10.0,2.0,8.085290151907742,N
2.9242525726483075,4.0,4.0,7.0,1.0,0.0,1.0,6.0,6.554991961749003,1.0543933681310138,0.0,6.0,0.0,7.4650061432314425,0.0,8.0,L
4.190770707008065,5.0,6.0,4.0,4.241066150509251,7.0,8.0,2.0,5.0,10.0,6.0,6.0,5.0,9.0,1.0,7.0,N
1.0,3.0,3.0,2.0,1.0,7.0,8.0,2.0,9.0,10.802106570339511,6.0,8.0,1.0,8.0,5.0,7.0,Z
4.6318604462982975,9.0,6.0,4.0,3.354501279655529,5.831506605914409,10.76345085599486,4.0,4.0,9.0,9.0,5.0,1.6924673654528843,10.0,3.291957683014279,4.0,Y
0.0,0.0,0.0,1.0,0.0,7.0,6.846756258772349,6.228066276928677,4.0,7.0,6.0,7.9393087429567935,2.3726612883030587,7.878790195242326,1.3478267426517845,8.188825842235676,I
8.0,11.0,8.0,7.252971361500809,9.0,4.0,10.0,2.0,3.0,8.06230225852577,8.999996238582634,7.0,9.0,13.0,3.0,5.0,W
