x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
2.0,4.0,4.0,3.0,2.0,7.0,8.0,2.0,9.0,11.0,7.0,7.0,1.0,8.0,2.6000002152362414,6.0,Z
4.0,7.0,5.0,5.0,5.0,5.0,9.0,6.0,4.0,7.014471098052048,7.0,9.0,2.0,9.0,7.0,7.369256822695589,P
7.0,10.0,8.0,7.0,4.0,8.0,8.0,5.0,10.0,11.0,2.0,8.0,2.0,5.0,5.0,10.0,S
4.0,9.0,5.0,7.0,4.0,7.0,7.0,13.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,H
6.0,7.0,8.0,5.0,4.173584986787645,7.0,8.746461009668673,3.0,7.0,10.0,7.0,9.0,3.0,8.0,3.0,7.0,H
4.0,7.0,5.0,4.452347183326285,3.0,4.0,12.0,2.0,5.0,13.0,7.0,5.0,1.0,10.0,1.0,7.0,F
6.0,10.0,8.0,8.0,4.0,7.0,8.0,2.0,3.430255583148687,10.0,7.0,8.0,5.0,8.0,1.0,8.0,N
1.0,0.0,2.0,0.0,1.0,6.0,10.0,7.0,2.0,7.0,5.0,8.0,2.0,7.0,4.0,9.0,R
5.0,9.0,7.0,7.363949916868613,7.0,7.0,7.0,2.0,4.0,7.175451768375535,8.0,9.0,7.0,6.0,2.0,8.0,M
1.0,0.0,2.0,1.1452101316628447,1.0,5.0,7.187993985164888,8.0,6.0,7.0,6.0,6.0,2.0,8.0,3.0,8.0,D
2.0,7.0,4.0,5.0,1.0,9.0,8.0,2.1877668678846374,2.0,6.699422264034141,13.0,8.0,3.0,10.0,0.0,8.0,V
3.0,10.931034468352776,5.0,8.0,3.0,13.0,4.0,5.0,3.0,12.0,1.0,9.340540486393733,2.0,6.0,4.0,9.0,A
3.0,6.805455015211133,5.0,5.804381897624743,5.0,8.0,7.0,4.0,4.0,7.014471098052048,6.0,7.0,4.0,6.0,8.0,13.0,K
3.0,8.0,5.0,6.0,4.0,5.794612807136073,8.0,4.0,5.0,9.0,5.0,4.0,3.0,8.0,3.0,7.0,D
8.0,11.0,9.0,8.0,4.68011330076045,7.0,8.0,3.0,6.0,10.0,5.0,7.673023816216035,4.0,6.0,6.0,8.0,S
7.0,11.0,10.0,8.0,9.0,9.0,7.0,3.0,6.0,10.0,4.0,7.0,5.0,6.0,4.0,9.0,H
5.0,5.0,5.0,7.0,3.0,3.0,7.0,6.0,8.495182743828067,7.0,6.0,15.0,0.0,8.0,7.0,6.0,E
2.063985960709015,4.0,5.0,3.0,2.0,7.0,8.0,2.0,9.0,11.0,5.361603765143249,7.0,1.0,8.0,5.0,6.0,Z
4.0,7.0,6.0,5.0,4.0,8.0,9.0,8.0,4.0,7.0,7.0,7.0,3.0,8.0,3.0,8.0,O
4.031542340207514,6.0,4.0,7.0,5.185885198700608,8.0,7.512048161580112,6.0,2.0,7.0,6.2812236289243355,11.0,3.0,9.0,5.0,8.0,Q
5.0,10.0,7.0,9.0,4.4826518872576875,8.0,5.0,9.0,8.0,6.0,4.0,8.0,3.0,8.0,4.0,8.0,Q
