sepal_length;sepal_width;petal_length;petal_width;species
5.1;2.967498153906803;3.947559915127483;1.2251522470456375;setosa
4.9;3.0;3.947559915127483;0.2;setosa
4.977067454043431;3.3987862385378715;1.3;0.2;setosa
4.977067454043431;3.3987862385378715;1.5;0.22760843605244652;setosa
4.977067454043431;3.6;1.4;0.2;setosa
5.7129452311485664;2.967498153906803;3.947559915127483;0.4;setosa
4.977067454043431;3.4;1.4;0.22760843605244652;setosa
5.0;3.4;1.5;0.2;setosa
5.7129452311485664;2.9;3.947559915127483;1.2251522470456375;setosa
4.9;3.1;3.947559915127483;0.1;setosa
5.4;3.7;1.5;0.2;setosa
4.8;3.4;1.6;0.2;setosa
4.8;2.967498153906803;3.947559915127483;1.2251522470456375;setosa
4.3;3.3987862385378715;1.1;0.1;setosa
5.8;4.0;1.2;0.2;setosa
4.977067454043431;4.4;1.5;0.4;setosa
5.7129452311485664;3.9;3.947559915127483;0.4;setosa
5.1;3.5;1.4;0.22760843605244652;setosa
5.7129452311485664;3.8;3.947559915127483;1.2251522470456375;setosa
5.1;3.3987862385378715;1.5;0.22760843605244652;setosa
5.7129452311485664;3.4;3.947559915127483;1.2251522470456375;setosa
5.7129452311485664;3.7;3.947559915127483;0.4;setosa
4.6;3.6;3.947559915127483;0.2;setosa
5.1;3.3;3.947559915127483;0.5;setosa
4.8;3.4;1.9;0.2;setosa
4.977067454043431;3.3987862385378715;1.6;0.2;setosa
5.0;3.4;3.947559915127483;0.4;setosa
5.2;3.5;1.5;0.2;setosa
5.2;3.4;1.4;0.2;setosa
4.977067454043431;3.2;1.6;0.2;setosa
4.977067454043431;3.3987862385378715;1.6;0.2;setosa
4.977067454043431;3.3987862385378715;1.5;0.4;setosa
5.2;3.3987862385378715;1.5;0.1;setosa
5.7129452311485664;4.2;3.947559915127483;0.2;setosa
4.977067454043431;3.1;1.5;0.1;setosa
5.0;3.2;1.2;0.22760843605244652;setosa
5.5;3.5;1.3;0.2;setosa
4.9;3.1;1.5;0.1;setosa
4.4;3.0;1.3;0.2;setosa
4.977067454043431;3.3987862385378715;1.5;0.2;setosa
5.0;3.5;1.3;0.3;setosa
4.5;2.3;1.3;0.3;setosa
4.4;3.2;1.3;0.22760843605244652;setosa
5.0;3.5;1.6;0.6;setosa
5.1;3.3987862385378715;1.9;0.22760843605244652;setosa
